date,MSFT,AAPL,SLB,AMZN,TSLA,XOM,WMT,T,FB,V
2001-04-06,18.14,1.28,19.19,8.37,,24.84,35.96,16.96,,
2001-04-09,18.45,1.28,19.97,11.18,,24.96,35.3,16.98,,
2001-04-10,19.26,1.37,20.43,12.01,,25.42,35.68,16.84,,
2001-04-11,19.38,1.36,19.93,13.32,,24.79,35.25,16.14,,
2001-04-12,20.07,1.4,20.27,14.67,,24.81,34.88,16.13,,
2001-04-16,19.62,1.34,20.58,14.03,,25.58,34.42,16.44,,
2001-04-17,19.84,1.27,20.75,14.74,,25.63,34.56,16.91,,
2001-04-18,21.12,1.42,20.24,16.54,,25.76,37.01,16.35,,
2001-04-19,21.96,1.6,19.61,15.99,,25.55,36.84,16.19,,
2001-04-20,22.27,1.56,20.13,15.78,,25.77,36.29,15.67,,
2001-04-23,22.03,1.51,20.61,16.2,,26.63,36.52,15.37,,
2001-04-24,21.8,1.5,20.41,15.68,,26.47,35.16,15.55,,
2001-04-25,22.49,1.54,20.87,16.09,,26.96,35.56,15.97,,
2001-04-26,22.31,1.54,22.31,15.43,,26.88,35.96,16.03,,
2001-04-27,21.66,1.63,21.86,15.27,,26.95,37.08,16.41,,
2001-04-30,21.87,1.59,21.96,15.78,,26.81,36.31,16.15,,
2001-05-01,22.65,1.62,21.49,16.89,,26.87,37.55,16.73,,
2001-05-02,22.52,1.66,20.39,17.11,,26.17,37.25,16.59,,
2001-05-03,22.12,1.56,20.44,16.75,,26.05,37.26,16.37,,
2001-05-04,22.84,1.61,20.85,17.56,,26.49,37.21,16.51,,
2001-05-07,23.04,1.56,20.66,16.92,,26.68,36.53,16.83,,
2001-05-08,23.26,1.53,20.47,16.18,,26.85,36.48,16.63,,
2001-05-09,22.72,1.49,20.85,15.01,,27.15,36.21,16.55,,
2001-05-10,22.59,1.43,20.74,14.62,,26.79,37.49,16.7,,
2001-05-11,22.4,1.42,20.51,14.68,,26.65,37.97,16.55,,
2001-05-14,22.18,1.45,21.11,13.33,,27.08,38.14,16.76,,
2001-05-15,22.04,1.44,21.77,13.54,,27.2,36.49,16.98,,
2001-05-16,22.32,1.5,21.93,14.13,,27.21,36.25,17.58,,
2001-05-17,22.0,1.47,22.52,14.78,,26.98,36.32,17.11,,
2001-05-18,21.98,1.47,22.7,14.72,,27.43,36.52,17.44,,
2001-05-21,22.2,1.47,22.67,16.38,,26.98,37.34,17.24,,
2001-05-22,22.69,1.46,22.27,16.25,,27.0,37.56,16.99,,
2001-05-23,22.5,1.45,21.53,15.6,,26.53,36.86,16.78,,
2001-05-24,23.15,1.45,21.15,16.75,,26.74,37.12,16.88,,
2001-05-25,22.89,1.42,21.22,17.09,,26.79,35.93,16.59,,
2001-05-29,22.7,1.34,20.98,17.22,,26.7,35.94,16.91,,
2001-05-30,22.33,1.23,20.64,15.66,,27.02,36.12,16.55,,
2001-05-31,22.33,1.24,20.87,16.69,,26.98,36.32,16.86,,
2001-06-01,22.7,1.3,20.81,16.95,,27.05,36.3,16.47,,
2001-06-04,22.85,1.29,21.63,16.91,,27.62,35.78,16.46,,
2001-06-05,23.43,1.31,21.82,16.44,,27.84,36.0,16.61,,
2001-06-06,23.36,1.29,20.62,15.99,,27.18,35.62,16.37,,
2001-06-07,23.78,1.35,20.37,16.13,,27.12,35.86,16.33,,
2001-06-08,23.62,1.33,20.09,15.7,,27.18,35.81,16.23,,
2001-06-11,23.28,1.25,19.92,14.86,,27.27,35.25,16.52,,
2001-06-12,23.27,1.27,20.19,14.64,,27.4,35.49,16.46,,
2001-06-13,22.82,1.28,20.06,14.12,,27.36,35.19,16.46,,
2001-06-14,22.24,1.24,18.96,13.29,,27.01,34.74,16.34,,
2001-06-15,21.96,1.27,19.09,12.49,,27.03,33.79,15.79,,
2001-06-18,21.59,1.27,18.86,11.83,,26.91,34.05,15.57,,
2001-06-19,21.73,1.26,18.77,11.36,,26.88,34.29,15.83,,
2001-06-20,22.4,1.35,18.29,12.53,,26.68,35.0,15.67,,
2001-06-21,22.54,1.4,17.85,13.08,,26.89,35.46,15.41,,
2001-06-22,22.22,1.39,18.02,12.4,,27.04,35.13,15.22,,
2001-06-25,22.22,1.5,17.94,12.81,,26.92,34.44,15.16,,
2001-06-26,22.64,1.48,18.16,13.25,,26.93,34.51,15.45,,
2001-06-27,22.96,1.45,17.67,14.04,,26.53,34.09,15.43,,
2001-06-28,23.48,1.47,17.53,14.36,,26.4,34.7,15.59,,
2001-06-29,23.56,1.45,17.54,14.15,,26.56,34.3,15.69,,
2001-07-02,22.79,1.49,17.36,14.53,,26.67,34.96,15.9,,
2001-07-03,22.75,1.49,17.79,14.13,,26.56,34.59,15.91,,
2001-07-05,22.11,1.45,17.92,15.27,,26.46,34.16,16.17,,
2001-07-06,21.32,1.37,17.75,15.27,,26.4,33.27,15.76,,
2001-07-09,21.2,1.42,17.26,15.81,,26.37,33.91,15.86,,
2001-07-10,20.81,1.32,16.96,15.61,,26.08,33.38,15.86,,
2001-07-11,21.46,1.41,17.08,15.34,,25.83,34.33,16.56,,
2001-07-12,23.11,1.52,16.57,16.49,,25.99,36.44,16.55,,
2001-07-13,23.03,1.55,16.81,16.98,,26.15,37.18,16.53,,
2001-07-16,22.98,1.49,16.29,16.01,,26.15,37.59,16.94,,
2001-07-17,23.18,1.56,16.31,16.35,,25.94,37.49,17.36,,
2001-07-18,22.78,1.3,16.54,15.96,,25.62,37.94,17.38,,
2001-07-19,23.42,1.24,16.98,16.49,,26.2,38.11,17.28,,
2001-07-20,22.33,1.25,17.81,16.98,,26.37,38.15,16.91,,
2001-07-23,21.65,1.22,17.98,16.03,,25.85,37.27,16.58,,
2001-07-24,21.41,1.19,17.89,12.06,,24.92,37.32,16.08,,
2001-07-25,21.78,1.15,18.82,11.51,,25.63,38.72,17.1,,
2001-07-26,21.49,1.16,18.25,12.33,,25.98,39.01,17.24,,
2001-07-27,21.13,1.18,18.67,12.25,,25.99,38.94,17.29,,
2001-07-30,21.24,1.18,18.72,12.55,,25.8,39.27,17.4,,
2001-07-31,21.36,1.17,17.91,12.49,,25.4,39.29,17.75,,
2001-08-01,21.45,1.19,17.51,12.5,,25.3,38.66,17.7,,
2001-08-02,21.77,1.24,17.7,12.19,,25.38,39.35,17.43,,
2001-08-03,21.59,1.22,17.33,12.15,,25.1,38.93,17.14,,
2001-08-06,21.34,1.19,17.43,11.9,,24.85,38.3,17.14,,
2001-08-07,21.42,1.2,17.16,11.6,,25.17,38.71,17.27,,
2001-08-08,20.94,1.18,16.21,11.11,,25.09,38.32,16.89,,
2001-08-09,20.98,1.19,16.28,10.46,,25.05,38.07,17.01,,
2001-08-10,21.15,1.19,16.51,9.95,,25.29,37.67,17.54,,
2001-08-13,21.25,1.19,16.53,10.12,,25.32,36.69,17.5,,
2001-08-14,20.88,1.17,16.74,10.53,,25.17,36.8,17.34,,
2001-08-15,20.4,1.15,17.72,10.08,,25.38,36.55,17.09,,
2001-08-16,20.86,1.16,17.52,9.81,,25.26,36.33,17.18,,
2001-08-17,19.97,1.13,17.37,9.99,,24.75,35.7,16.77,,
2001-08-20,20.24,1.13,17.15,10.4,,24.92,36.26,17.22,,
2001-08-21,19.62,1.12,17.24,9.89,,24.7,35.1,16.98,,
2001-08-22,19.58,1.14,17.29,10.2,,24.9,35.31,16.65,,
2001-08-23,19.08,1.11,16.96,9.63,,25.01,34.96,16.57,,
2001-08-24,20.03,1.16,17.01,10.23,,25.51,35.81,16.79,,
2001-08-27,20.11,1.18,17.1,10.13,,25.11,35.41,16.45,,
2001-08-28,19.61,1.15,16.99,9.97,,24.78,35.21,16.3,,
2001-08-29,19.45,1.11,16.96,9.19,,24.7,34.54,16.33,,
2001-08-30,18.38,1.11,16.27,8.69,,24.56,33.45,16.15,,
2001-08-31,18.41,1.16,16.45,8.94,,24.56,33.77,16.12,,
2001-09-04,18.11,1.14,16.91,8.59,,24.92,34.05,16.55,,
2001-09-05,18.64,1.16,16.95,7.65,,25.21,34.54,16.65,,
2001-09-06,18.08,1.1,16.96,8.15,,25.02,33.29,16.51,,
2001-09-07,17.88,1.08,17.0,8.51,,25.02,32.48,16.16,,
2001-09-10,18.59,1.08,16.91,8.63,,25.22,32.49,17.11,,
2001-09-17,17.08,1.06,16.22,7.49,,24.56,30.92,17.46,,
2001-09-18,17.53,1.01,15.98,7.29,,24.15,31.87,17.99,,
2001-09-19,17.39,1.06,14.84,7.31,,23.49,31.99,17.85,,
2001-09-20,16.38,0.98,15.11,7.48,,22.64,31.89,18.09,,
2001-09-21,16.05,0.98,15.77,7.48,,21.92,31.44,17.44,,
2001-09-24,16.79,1.03,15.0,7.46,,21.93,33.28,17.76,,
2001-09-25,16.56,0.97,14.08,7.09,,22.19,34.07,18.58,,
2001-09-26,16.23,0.94,14.1,6.35,,22.03,34.83,18.66,,
2001-09-27,16.13,0.97,14.57,6.2,,23.5,34.76,18.23,,
2001-09-28,16.52,0.97,15.34,5.97,,24.1,34.84,18.57,,
2001-10-01,16.72,0.97,14.8,6.01,,23.91,35.02,18.32,,
2001-10-02,17.12,0.94,15.04,6.08,,24.46,36.32,18.52,,
2001-10-03,18.15,0.93,14.82,6.76,,24.37,37.12,18.2,,
2001-10-04,18.22,0.99,15.26,7.04,,24.82,36.25,18.02,,
2001-10-05,18.63,1.01,15.21,7.2,,24.89,36.88,17.79,,
2001-10-08,18.73,1.01,15.14,7.12,,25.04,35.98,18.17,,
2001-10-09,17.61,1.0,15.39,6.91,,25.11,36.66,18.5,,
2001-10-10,17.92,1.05,15.97,7.26,,25.86,37.75,18.59,,
2001-10-11,18.18,1.11,15.66,7.85,,25.74,37.65,18.05,,
2001-10-12,18.2,1.12,15.88,8.07,,25.87,37.24,17.5,,
2001-10-15,18.74,1.12,15.42,8.88,,25.48,37.64,17.39,,
2001-10-16,18.87,1.12,15.96,9.56,,25.54,37.4,17.2,,
2001-10-17,18.08,1.06,15.86,8.92,,25.35,36.76,17.11,,
2001-10-18,18.32,1.12,15.5,8.47,,24.71,36.53,17.16,,
2001-10-19,18.69,1.14,15.86,8.01,,24.8,37.31,17.29,,
2001-10-22,19.42,1.19,16.18,8.77,,25.15,37.33,16.41,,
2001-10-23,19.51,1.13,16.32,9.55,,25.0,37.03,15.37,,
2001-10-24,19.79,1.18,15.98,7.64,,24.38,36.94,15.54,,
2001-10-25,20.19,1.2,16.94,7.77,,24.81,37.52,15.42,,
2001-10-26,20.08,1.16,17.83,7.56,,25.11,37.6,15.54,,
2001-10-29,19.25,1.1,17.32,7.05,,24.88,36.53,15.71,,
2001-10-30,19.0,1.1,16.72,6.42,,24.14,35.62,15.1,,
2001-10-31,18.77,1.09,16.26,6.98,,24.13,36.18,15.1,,
2001-11-01,19.96,1.16,16.28,6.95,,24.77,36.77,15.51,,
2001-11-02,19.82,1.16,15.95,6.71,,24.32,37.28,15.3,,
2001-11-05,20.42,1.19,15.89,6.99,,24.09,37.94,15.27,,
2001-11-06,20.91,1.22,15.43,7.05,,24.14,38.67,15.17,,
2001-11-07,20.74,1.22,15.93,7.43,,24.04,37.88,15.08,,
2001-11-08,20.79,1.17,16.2,6.97,,24.3,38.36,15.06,,
2001-11-09,21.05,1.17,16.7,7.12,,24.76,38.78,15.23,,
2001-11-12,21.24,1.17,16.59,7.05,,24.65,39.12,15.04,,
2001-11-13,21.92,1.21,16.55,7.29,,24.92,38.19,14.82,,
2001-11-14,21.29,1.22,15.48,9.49,,23.81,38.91,14.84,,
2001-11-15,21.34,1.21,14.5,9.05,,22.88,39.42,15.46,,
2001-11-16,21.22,1.18,15.14,8.95,,23.1,38.78,15.51,,
2001-11-19,21.48,1.25,15.09,9.19,,22.77,39.24,15.81,,
2001-11-20,21.11,1.22,16.07,8.6,,23.35,39.21,15.49,,
2001-11-21,20.67,1.23,15.85,8.8,,23.31,38.8,15.45,,
2001-11-23,20.89,1.24,15.94,9.08,,23.65,39.28,15.55,,
2001-11-26,21.03,1.33,15.55,12.21,,23.24,39.24,15.46,,
2001-11-27,20.57,1.31,15.85,11.48,,22.98,38.77,15.15,,
2001-11-28,20.27,1.28,15.71,11.59,,22.83,38.71,14.9,,
2001-11-29,20.93,1.27,16.12,11.15,,23.04,38.47,15.0,,
2001-11-30,20.73,1.33,16.12,11.32,,23.01,38.82,14.81,,
2001-12-03,20.91,1.31,16.6,10.49,,23.17,38.42,15.09,,
2001-12-04,21.3,1.4,17.01,11.93,,23.57,38.83,15.02,,
2001-12-05,21.98,1.48,17.93,11.76,,23.92,39.82,15.21,,
2001-12-06,22.16,1.42,17.55,12.1,,22.97,39.15,15.14,,
2001-12-07,21.89,1.41,17.72,11.71,,23.42,38.95,14.84,,
2001-12-10,21.65,1.41,17.27,11.65,,23.1,38.2,14.94,,
2001-12-11,21.73,1.36,17.13,12.24,,22.65,38.07,15.06,,
2001-12-12,21.93,1.34,17.21,11.91,,23.02,38.24,15.15,,
2001-12-13,21.39,1.31,17.07,10.89,,22.42,37.56,15.33,,
2001-12-14,21.77,1.27,17.46,11.0,,22.68,38.05,15.44,,
2001-12-17,22.26,1.29,17.25,10.81,,23.05,39.31,15.82,,
2001-12-18,22.36,1.31,17.39,10.86,,23.1,39.26,15.54,,
2001-12-19,22.43,1.35,17.94,10.71,,23.59,39.66,15.61,,
2001-12-20,21.55,1.29,17.45,10.15,,23.56,39.65,15.75,,
2001-12-21,21.8,1.31,17.67,10.0,,23.69,40.57,15.57,,
2001-12-24,21.71,1.33,17.96,9.83,,23.99,40.26,15.5,,
2001-12-26,21.85,1.34,18.92,11.1,,24.36,40.98,15.5,,
2001-12-27,21.9,1.38,18.77,10.6,,24.48,41.14,15.73,,
2001-12-28,21.91,1.4,18.59,10.9,,24.47,41.12,15.65,,
2001-12-31,21.38,1.37,18.58,10.82,,24.18,40.56,15.52,,
2002-01-02,21.64,1.45,18.07,10.96,,24.36,40.91,15.81,,
2002-01-03,22.35,1.47,18.09,11.9,,24.4,40.86,15.92,,
2002-01-04,22.24,1.48,18.36,12.25,,24.61,40.59,15.85,,
2002-01-07,22.13,1.43,18.39,12.34,,24.39,40.45,15.82,,
2002-01-08,22.39,1.41,17.96,11.85,,24.42,40.76,15.85,,
2002-01-09,22.18,1.35,17.91,11.53,,24.14,39.75,15.22,,
2002-01-10,22.36,1.32,17.77,11.04,,24.23,40.17,15.36,,
2002-01-11,22.15,1.31,17.39,11.03,,23.69,39.33,15.09,,
2002-01-14,22.1,1.32,17.18,10.11,,23.77,39.3,15.16,,
2002-01-15,22.45,1.35,17.5,10.29,,24.18,40.08,15.07,,
2002-01-16,21.91,1.3,16.91,9.13,,23.69,39.46,14.8,,
2002-01-17,22.55,1.4,16.91,9.74,,23.77,40.0,14.71,,
2002-01-18,21.34,1.38,16.78,10.16,,23.62,39.71,14.56,,
2002-01-22,20.81,1.36,16.74,12.6,,23.39,40.88,14.19,,
2002-01-23,20.57,1.44,17.46,12.47,,23.93,42.19,14.49,,
2002-01-24,20.85,1.45,18.0,14.01,,23.87,42.05,14.52,,
2002-01-25,20.59,1.45,18.46,14.44,,24.09,41.16,14.17,,
2002-01-28,20.6,1.45,18.16,15.5,,23.97,41.32,14.38,,
2002-01-29,20.12,1.44,17.77,14.22,,23.35,40.81,14.4,,
2002-01-30,20.29,1.5,18.37,13.9,,23.8,42.11,14.48,,
2002-01-31,20.56,1.54,19.07,14.19,,24.02,42.27,14.94,,
2002-02-01,20.23,1.52,18.67,13.73,,23.99,41.76,14.74,,
2002-02-04,19.73,1.58,18.08,12.53,,23.59,41.51,14.28,,
2002-02-05,19.74,1.59,18.12,11.5,,23.58,41.44,14.36,,
2002-02-06,19.5,1.54,18.42,11.26,,23.94,41.5,13.76,,
2002-02-07,19.3,1.51,17.95,11.24,,23.7,41.15,14.0,,
2002-02-08,19.58,1.5,18.23,12.52,,23.7,41.69,14.21,,
2002-02-11,19.73,1.56,18.89,13.3,,23.83,42.46,14.1,,
2002-02-12,19.41,1.54,18.6,12.9,,23.77,42.36,14.38,,
2002-02-13,19.95,1.56,18.75,13.29,,23.91,42.37,14.67,,
2002-02-14,19.91,1.53,18.69,13.88,,24.14,42.63,14.77,,
2002-02-15,19.44,1.49,18.9,13.41,,24.07,42.31,14.81,,
2002-02-19,19.02,1.41,18.76,13.01,,23.99,41.79,14.56,,
2002-02-20,19.33,1.44,18.52,12.96,,24.13,42.3,14.78,,
2002-02-21,18.74,1.34,18.88,13.26,,24.23,41.97,14.56,,
2002-02-22,18.72,1.42,19.53,13.07,,25.2,42.25,14.68,,
2002-02-25,19.07,1.48,20.32,13.73,,25.37,42.74,15.01,,
2002-02-26,18.9,1.48,19.87,14.4,,25.2,43.77,14.96,,
2002-02-27,18.85,1.37,19.54,14.27,,25.32,43.87,15.08,,
2002-02-28,18.83,1.35,19.82,14.1,,25.56,43.7,15.09,,
2002-03-01,19.81,1.46,20.04,15.39,,25.99,44.27,15.56,,
2002-03-04,20.43,1.51,20.49,16.48,,26.4,44.39,15.7,,
2002-03-05,20.36,1.47,20.59,15.97,,26.3,42.82,15.46,,
2002-03-06,20.54,1.5,20.94,16.33,,26.74,42.92,15.57,,
2002-03-07,20.24,1.52,20.55,15.62,,26.54,43.48,15.46,,
2002-03-08,20.64,1.54,19.8,16.35,,26.56,44.06,15.32,,
2002-03-11,20.77,1.56,20.0,16.71,,26.92,44.07,15.4,,
2002-03-12,20.19,1.54,20.34,16.31,,27.23,43.86,15.47,,
2002-03-13,20.04,1.53,19.92,15.74,,26.69,43.69,15.48,,
2002-03-14,19.76,1.52,20.11,14.48,,26.76,43.89,15.43,,
2002-03-15,20.17,1.56,20.53,14.03,,26.99,44.93,15.56,,
2002-03-18,20.06,1.54,20.56,15.01,,27.07,44.79,15.52,,
2002-03-19,20.09,1.55,20.56,14.66,,27.11,44.72,15.66,,
2002-03-20,19.4,1.55,20.16,14.5,,26.94,44.58,15.56,,
2002-03-21,19.81,1.51,20.45,15.17,,26.94,43.89,15.41,,
2002-03-22,19.51,1.5,19.46,15.53,,26.9,43.78,15.12,,
2002-03-25,19.12,1.46,19.33,14.74,,26.52,43.24,15.16,,
2002-03-26,19.07,1.46,19.54,14.83,,27.07,43.87,15.29,,
2002-03-27,19.19,1.46,20.06,14.25,,27.2,43.75,15.02,,
2002-03-28,19.47,1.48,20.03,14.3,,27.13,43.25,14.93,,
2002-04-01,19.49,1.52,19.81,14.8,,27.13,42.03,14.62,,
2002-04-02,18.49,1.5,19.8,14.25,,27.47,41.58,14.84,,
2002-04-03,18.18,1.48,19.28,13.67,,27.04,41.35,15.01,,
2002-04-04,18.22,1.55,19.08,13.54,,26.71,41.83,15.22,,
2002-04-05,18.03,1.54,18.52,13.5,,26.38,41.73,14.89,,
2002-04-08,18.47,1.53,18.62,13.95,,26.76,42.18,14.68,,
2002-04-09,17.71,1.5,18.44,13.6,,26.44,42.41,14.02,,
2002-04-10,18.17,1.54,18.64,13.48,,26.72,42.74,14.32,,
2002-04-11,17.68,1.55,18.67,12.74,,26.24,42.46,13.56,,
2002-04-12,18.05,1.56,17.97,13.31,,25.56,43.2,13.66,,
2002-04-15,17.98,1.56,18.56,13.89,,25.75,42.29,13.45,,
2002-04-16,18.66,1.6,18.69,14.01,,26.17,42.34,13.89,,
2002-04-17,18.28,1.63,19.08,14.82,,26.13,41.83,13.86,,
2002-04-18,18.19,1.58,19.07,14.26,,26.28,41.03,13.62,,
2002-04-19,18.46,1.56,18.83,14.53,,26.32,41.58,13.15,,
2002-04-22,17.94,1.53,18.49,14.31,,25.9,40.61,12.72,,
2002-04-23,17.43,1.51,18.64,14.06,,25.59,40.96,12.57,,
2002-04-24,17.11,1.48,18.62,16.79,,24.94,40.54,12.69,,
2002-04-25,17.34,1.5,19.03,16.82,,25.09,40.22,12.84,,
2002-04-26,16.62,1.43,19.34,16.91,,24.76,39.37,12.62,,
2002-04-29,16.86,1.49,19.03,16.18,,24.57,39.65,12.11,,
2002-04-30,16.87,1.51,18.64,16.69,,24.86,39.41,12.48,,
2002-05-01,17.03,1.49,19.15,16.49,,25.18,40.08,13.12,,
2002-05-02,16.53,1.48,19.39,16.32,,25.25,39.97,13.03,,
2002-05-03,16.0,1.47,19.39,16.05,,25.12,38.98,12.51,,
2002-05-06,15.69,1.41,18.45,16.12,,24.29,38.1,12.48,,
2002-05-07,15.97,1.4,18.4,16.11,,24.2,38.81,12.25,,
2002-05-08,17.74,1.52,19.19,17.32,,24.76,39.79,12.79,,
2002-05-09,16.82,1.51,18.65,17.73,,24.5,38.8,12.6,,
2002-05-10,16.15,1.45,18.9,16.94,,24.25,37.86,12.23,,
2002-05-13,17.01,1.49,19.25,17.32,,24.9,38.84,12.88,,
2002-05-14,17.71,1.6,18.86,18.81,,25.26,40.49,13.27,,
2002-05-15,17.67,1.58,18.77,19.94,,24.72,40.06,13.42,,
2002-05-16,17.99,1.57,18.91,19.61,,25.07,41.17,13.93,,
2002-05-17,18.08,1.56,18.73,19.16,,25.02,41.16,13.89,,
2002-05-20,17.43,1.54,18.7,19.39,,24.64,40.78,13.72,,
2002-05-21,16.85,1.46,17.91,18.76,,24.76,39.94,13.94,,
2002-05-22,17.33,1.52,18.05,18.75,,25.17,40.08,14.03,,
2002-05-23,17.69,1.57,17.99,19.45,,25.46,39.73,14.56,,
2002-05-24,17.19,1.51,17.65,19.47,,25.04,39.17,14.09,,
2002-05-28,16.89,1.49,17.79,19.06,,24.8,38.66,14.21,,
2002-05-29,16.8,1.49,17.86,18.91,,25.09,38.48,14.08,,
2002-05-30,16.99,1.51,17.68,18.37,,24.49,38.1,13.89,,
2002-05-31,16.43,1.45,17.58,18.23,,24.86,38.17,13.78,,
2002-06-03,15.95,1.43,17.22,17.96,,24.33,37.5,13.32,,
2002-06-04,16.13,1.42,17.17,17.97,,24.42,38.1,13.36,,
2002-06-05,16.67,1.42,16.81,17.99,,24.62,38.78,13.49,,
2002-06-06,16.75,1.38,16.76,18.17,,24.37,38.17,13.0,,
2002-06-07,16.78,1.33,16.93,18.58,,24.54,38.41,13.28,,
2002-06-10,17.05,1.34,16.55,17.3,,24.36,39.8,13.32,,
2002-06-11,16.97,1.28,16.07,17.14,,24.3,39.83,12.91,,
2002-06-12,17.93,1.25,16.53,17.08,,24.71,41.14,13.19,,
2002-06-13,17.5,1.22,16.57,17.43,,24.5,39.87,13.12,,
2002-06-14,17.83,1.25,16.64,16.82,,24.37,40.18,12.95,,
2002-06-17,17.97,1.28,17.1,18.41,,24.92,41.14,13.38,,
2002-06-18,18.07,1.26,16.75,18.78,,24.86,41.31,13.25,,
2002-06-19,17.55,1.07,16.62,18.3,,24.51,40.56,12.55,,
2002-06-20,17.46,1.07,17.03,17.55,,24.74,39.92,12.43,,
2002-06-21,16.87,1.05,16.83,17.53,,24.43,38.84,12.6,,
2002-06-24,17.48,1.08,16.94,17.51,,24.9,39.39,12.23,,
2002-06-25,17.09,1.07,16.69,15.34,,24.65,38.93,11.89,,
2002-06-26,17.47,1.03,16.7,15.85,,24.56,39.3,11.85,,
2002-06-27,17.73,1.06,16.41,15.86,,25.05,40.77,12.11,,
2002-06-28,17.66,1.1,15.95,16.25,,25.47,38.86,12.25,,
2002-07-01,17.0,1.06,15.97,13.55,,25.3,38.43,12.04,,
2002-07-02,16.6,1.06,15.64,13.32,,25.0,37.74,12.03,,
2002-07-03,16.73,1.09,15.78,14.25,,24.84,38.89,12.33,,
2002-07-05,17.7,1.17,16.02,15.21,,25.22,39.56,12.74,,
2002-07-08,17.08,1.12,15.45,14.94,,25.12,39.28,12.81,,
2002-07-09,17.17,1.09,15.35,15.6,,24.77,38.61,12.39,,
2002-07-10,16.86,1.08,14.98,14.96,,23.8,37.98,12.16,,
2002-07-11,17.08,1.14,14.82,15.55,,23.09,38.28,12.42,,
2002-07-12,16.74,1.09,14.83,15.43,,22.74,37.34,12.01,,
2002-07-15,16.72,1.14,14.56,15.94,,22.25,37.76,11.96,,
2002-07-16,16.54,1.11,14.56,16.29,,21.91,35.24,11.98,,
2002-07-17,16.78,0.97,14.58,16.16,,22.17,34.09,11.71,,
2002-07-18,16.5,0.93,14.99,15.55,,21.63,33.5,11.24,,
2002-07-19,16.0,0.93,14.51,15.29,,20.17,32.85,10.81,,
2002-07-22,15.34,0.93,13.41,15.5,,18.84,31.51,9.71,,
2002-07-23,13.88,0.9,12.9,14.55,,19.25,31.86,9.44,,
2002-07-24,14.92,0.95,13.92,14.1,,21.12,33.87,10.02,,
2002-07-25,13.82,0.9,13.98,12.49,,21.1,33.21,10.54,,
2002-07-26,14.64,0.89,13.89,12.93,,21.84,34.04,10.64,,
2002-07-29,15.57,0.94,14.68,14.33,,22.61,34.99,10.62,,
2002-07-30,15.53,0.96,14.97,14.77,,22.2,34.7,10.66,,
2002-07-31,15.49,0.95,14.72,14.45,,22.88,34.75,11.21,,
2002-08-01,14.77,0.92,13.6,14.16,,20.95,33.49,11.12,,
2002-08-02,14.33,0.9,13.03,13.84,,20.92,32.57,10.74,,
2002-08-05,14.2,0.87,12.43,12.87,,20.23,32.22,10.58,,
2002-08-06,14.74,0.92,12.92,13.74,,20.79,33.4,10.57,,
2002-08-07,15.2,0.94,12.8,13.6,,21.35,34.18,10.42,,
2002-08-08,15.79,0.95,13.53,13.9,,22.41,34.75,10.79,,
2002-08-09,15.53,0.94,14.02,14.26,,22.62,34.76,10.92,,
2002-08-12,15.64,0.93,14.16,14.46,,22.38,34.2,10.88,,
2002-08-13,15.19,0.91,13.6,13.93,,21.83,34.41,10.79,,
2002-08-14,16.05,0.95,14.32,13.91,,22.8,37.18,11.4,,
2002-08-15,16.06,0.97,15.02,14.62,,23.27,38.65,11.37,,
2002-08-16,16.14,0.99,14.75,14.9,,23.09,38.0,11.63,,
2002-08-19,16.78,1.0,14.59,15.5,,23.28,38.64,12.1,,
2002-08-20,16.47,0.99,14.24,15.98,,22.67,38.0,11.22,,
2002-08-21,16.87,1.0,14.1,15.38,,22.83,38.21,11.39,,
2002-08-22,17.18,1.0,15.09,15.73,,23.2,38.33,11.09,,
2002-08-23,16.86,0.98,14.93,15.17,,22.65,37.58,10.66,,
2002-08-26,16.82,0.97,15.5,14.93,,22.97,37.73,10.8,,
2002-08-27,16.41,0.93,15.14,14.52,,23.12,37.53,10.76,,
2002-08-28,15.94,0.92,14.85,14.57,,22.31,37.73,10.46,,
2002-08-29,16.33,0.92,14.71,15.14,,22.17,37.59,10.45,,
2002-08-30,15.84,0.92,14.95,14.94,,22.21,37.78,10.03,,
2002-09-03,15.18,0.88,13.95,14.6,,21.06,36.65,9.36,,
2002-09-04,15.56,0.9,14.26,14.83,,21.19,36.98,9.85,,
2002-09-05,14.82,0.88,14.06,14.25,,21.16,35.99,9.51,,
2002-09-06,15.44,0.9,14.61,15.31,,21.49,37.29,9.73,,
2002-09-09,15.72,0.9,14.74,16.51,,21.3,37.64,9.94,,
2002-09-10,16.07,0.89,15.1,17.13,,21.8,38.7,10.08,,
2002-09-11,15.68,0.89,15.04,17.11,,21.68,38.29,10.47,,
2002-09-12,15.22,0.88,14.5,16.75,,21.04,37.53,10.07,,
2002-09-13,15.46,0.88,14.75,16.61,,21.35,38.43,9.95,,
2002-09-16,15.42,0.9,14.74,16.71,,21.55,38.68,9.96,,
2002-09-17,15.26,0.92,14.39,17.35,,20.72,38.33,9.85,,
2002-09-18,15.41,0.94,14.29,17.73,,20.8,38.47,9.79,,
2002-09-19,15.23,0.91,13.62,17.21,,20.27,37.99,9.47,,
2002-09-20,15.32,0.93,13.58,15.86,,20.59,38.7,9.4,,
2002-09-23,14.6,0.93,13.59,16.05,,20.5,37.21,9.2,,
2002-09-24,14.73,0.91,13.18,15.93,,20.02,36.43,9.17,,
2002-09-25,15.01,0.93,13.42,15.73,,20.43,36.82,9.15,,
