CPT Code,CPT Description
19126,"Removal of growth of chest wall and ribs, open procedure"
19281,Placement of breast localization devices accessed through the skin with mammographic guidance
19282,Placement of breast localization devices accessed through the skin with mammographic guidance
19283,Placement of breast localization devices accessed through the skin with stereotactic guidance
19284,Placement of breast localization devices accessed through the skin with stereotactic guidance
19285,Placement of breast localization devices accessed through the skin with ultrasound guidance
19296,Insertion of catheter into breast for radiation therapy using imaging guidance
19297,Insertion of catheter into breast for radiation therapy concurrent with partial breast removal using imaging guidance
19298,Insertion of catheters into breast for radiation therapy with or after breast removal using imaging guidance
19301,Partial removal of breast
19302,Partial removal of breast and underarm lymph nodes
19303,Total removal of breast
19304,"Removal of tumor and breast tissue, accessed beneath the skin"
19307,Removal of breast and underarm lymph nodes
19316,Enlargement of breast
19318,Repositioning of breast on chest
19328,Removal of intact breast implant
19330,Removal of mammary implant material
19340,"Insertion of breast prosthesis at time of breast repositioning, removal or reconstruction"
19342,"Insertion of breast prosthesis following breast repositioning, removal or reconstruction"
19350,Reconstruction of nipple or area around nipple
19357,Insertion of tissue expander in breast
19361,Plastic surgery to reconstruct breast
19364,Plastic surgery to reconstruct breast with muscle flap
19366,Plastic surgery to reconstruct breast
19370,"Incision of capsule surrounding breast with freeing of scar tissue, open procedure"
19371,Removal of capsule surrounding breast
19380,Revision of reconstructed breast
19499,Breast procedure
20005,Incision and drainage of soft tissue abscess
20102,"Exploration of penetrating wound of abdomen, flank, or back"
20103,Exploration of penetrating wound of arm or leg
20200,Biopsy of muscle
20205,Deep biopsy of muscle
20206,"Needle biopsy of muscle, accessed through the skin"
20220,Biopsy of bone using needle or trocar
20225,Deep biopsy of bone using needle or trocar
20240,"Biopsy of bone, open procedure"
20245,"Biopsy of bone, open procedure"
20250,"Biopsy of spine bone at middle spinal column, open procedure"
20251,"Biopsy of spine bone at upper or lower spinal column, open procedure"
20500,Injection for repair of abnormal muscle drainage tract
20501,Injection of abnormal muscle drainage tract for X-ray study
20520,Removal of foreign body in muscle or tendon
20525,Removal of deep foreign body in muscle or tendon
20526,Injection of carpal tunnel
20527,Injection of enzyme in palm tissue
20550,"Injections of tendon sheath, ligament, or muscle membrane"
20551,Injections of tendon attachment to bone
20552,Injections of trigger points in 1 or 2 muscles
20553,Injections of trigger points in 3 or more muscles
20555,Insertion of needles or catheters into muscle and/or tissue for radiation therapy
20600,Aspiration and/or injection of small joint or joint capsule
20605,Aspiration and/or injection of medium joint or joint capsule
20610,Aspiration and/or injection of large joint or joint capsule
20612,Aspiration and/or injection of cysts
20615,Aspiration and injection treatment of bone cyst
20650,Insertion and removal of wire or pin with bone traction
20660,Application of cranial tongs (stabilization device for skull)
20661,Application of cranial halo device (stabilization device for skull)
20665,Removal of cranial tongs or halo (stabilization device for skull)
20670,Removal of bone implant
20680,Removal of deep bone implant
20690,Application of uniplane external bone fixation on one arm or leg
20692,Application of multiplane external bone fixation system on one arm or leg
20694,Removal of external bone fixation under anesthesia
20696,Application of multiplane external bone fixation system on one arm or leg
20900,Small bone graft harvest
20902,Bone graft harvest
20912,Nasal cartilage graft
20922,Incision of deep thigh tissue for graft
20924,Tendon graft
20926,Tissue graft
20931,Donor bone graft for spine surgery
20937,Harvest of bone fragments for spine surgery graft
20938,Harvest of bone for spine surgery graft
20956,Bone graft of pelvic bone with microvascular connection
20969,Placement of skin and bone flap with microvascular connection
20974,Placement of electrical bone healing device
20975,Invasive electrical stimulation to aid bone healing
20979,"Low intensity ultrasound stimulation to aid bone healing, noninvasive (nonoperative)"
20982,"Destruction of bone growths using CT guidance, accessed through the skin"
20985,Computer-assisted surgical navigational procedure for bone procedures
21011,Removal of (less than 2 centimeter) tissue growth beneath the skin of face and scalp
21012,Removal of (2 centimeters or greater) tissue growth beneath the skin of face and scalp
21013,Removal of (less than 2 centimeters) muscle growth of face and scalp
21014,Removal of (2 centimeters or greater) muscle growth of face and scalp
21015,Removal of (less than 2 centimeters) soft tissue growth of face or scalp
21016,Removal of (2 centimeters or greater) soft tissue growth of face or scalp
21025,Removal of lower jaw bone
21026,Removal of facial bones
21030,Removal or scraping of upper jaw or cheek bone growth or cyst
21040,Removal and/or scraping of lower jaw bone growth or cyst
21045,Removal of malignant growth of jaw bone
21046,Oral removal of lower jaw bone growth or cyst
21048,Oral removal of upper jaw bone growth or cyst
21073,Manipulation of hinged joints of upper and lower jaw bones under anesthesia
21076,Impression and custom preparation of oral prosthesis for use during surgery
21079,Impression and custom preparation of temporary oral prosthesis
21080,Impression and custom preparation of permanent oral prosthesis
21081,Impression and custom preparation of lower jaw bone prosthesis
21084,Impression and custom preparation of speech aid prosthesis
21085,Impression and custom preparation of outer ear prosthesis
21087,Impression and custom preparation of nasal prosthesis
21088,Impression and custom preparation of facial prosthesis
21089,Upper jaw and facial prosthesis procedure
21110,Application and removal of dental fixation device
21196,Reconstruction of jaw bones with insertion of hardware
21198,Incision of lower jaw bone
21208,Incision and repair of bony defect of cheek bone with repositioning of bony segment
21210,Repair of nasal or cheek bone with bone graft
21215,Repair of lower jaw bone with bone graft
21235,Obtaining ear cartilage for grafting
21240,Repair of hinged joint of upper and lower jaw bones
21244,Reconstruction of lower jaw bone with insertion of bone plate
21248,Partial reconstruction of lower jaw or cheek bone with insertion of implant
21280,Reattachment of nasal and eye socket ligament
21282,Reattachment of nasal and eye socket ligament
21320,Closed treatment of broken nasal bone with stabilization
21335,Open treatment of broken nasal bone and nasal cartilage
21390,Open treatment of broken eye socket bone with implant
21406,Open treatment of broken eye socket bone
21445,Open treatment of broken jaw or cheek bone
21480,Closed treatment of jaw temporomandibular joint (TMJ) dislocation
21485,Closed treatment of jaw temporomandibular joint (TMJ) dislocation
21499,Musculoskeletal procedure on head
21501,Incision and drainage of abscess or blood accumulation in soft tissues of neck or chest
21550,Biopsy of soft tissue of neck or chest
21552,Removal of (3 centimeters or greater) tissue growth beneath the skin of neck or front of chest
21554,Removal of (5 centimeters or greater) muscle growth of neck or front of chest
21555,Removal of (less than 3 centimeters) tissue growth beneath the skin of neck or front of chest
21556,Removal of (less than 5 centimeters) muscle growth of neck or front of chest
21557,Removal of (less than 5 centimeters) growth of neck or front of chest
21558,Removal of (5 centimeters or greater) growth of neck or front of chest
21600,Removal of rib
21615,Removal of first and/or extra rib at neck
21620,Partial removal of chest bone
21627,Debridement of chest bone
21632,Removal of chest bone with removal of lymph nodes
21750,Repair of separation of chest bone
21800,Closed treatment of broken rib
21805,Open treatment of broken rib
21825,Open treatment of broken chest bone
21899,Neck or chest procedure
21920,Biopsy of tissue of back or flank
21925,Biopsy of tissue of back or flank
21930,Removal (less than 3 centimeters) tissue growth beneath the skin of back or flank
21931,Removal (3 centimeters or greater) tissue growth beneath the skin of back or flank
21932,Removal (less than 5 centimeters) muscle growth of back or flank
21933,Removal (5 centimeters or greater) muscle growth of back or flank
21935,Removal (less than 5 centimeters) tissue growth of back or flank
21936,Removal (5 centimeters or greater) tissue growth of back or flank
22102,Partial removal of spine bone and growth at lower spinal column
22110,Partial removal of spine bone and growth at upper spinal column
22114,Partial removal of spine bone and growth at lower spinal column
22207,Incision of spine to correct deformity at lower spinal column
22208,Incision of spine to correct deformity at middle or lower spinal column
22210,Incision of spine to correct deformity at upper spinal column
22212,Incision of spine to correct deformity at middle spinal column
22214,Incision of spine to correct deformity at lower spinal column
22216,Incision of spine bone to correct spinal deformity of spinal column
22224,Incision of spine bone with removal of disc material at lower spinal column
22226,Incision of spine bone with removal of disc in spinal column
22305,Closed treatment of broken spine bones
22310,Closed treatment of broken spine bones with casting or bracing
22315,Closed treatment of broken and/or dislocated spine bones with casting and/or bracing with manipulation
22325,Open treatment of broken and/or dislocated lower spine bones
22326,Open treatment of broken and/or dislocated upper spine bones
22328,Open treatment of broken and/or dislocated spine bones
22505,Manipulation of spine under anesthesia
22520,"Injection of bone cement into body of middle spine bone, accessed through the skin"
22521,"Injection of bone cement into body of lower spine bone, accessed through the skin"
22522,"Injection of bone cement into body of middle or lower spine bone, accessed through the skin"
22523,"Injection of bone cement into body of middle spine bone, accessed through the skin"
22524,"Injection of bone cement into body of lower spine bone, accessed through the skin"
22525,"Injection of bone cement into body of middle or lower spine bone, , accessed through the skin"
22532,"Fusion of middle spine bones with removal of disc, lateral approach"
22533,"Fusion of lower spine bones with removal of disc, lateral approach"
22534,"Fusion of middle or lower spine bones with removal of disc, lateral approach"
22551,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach"
22552,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach"
22554,"Fusion of spine bones with removal of disc at upper spinal column, anterior approach"
22558,"Fusion of spine bones with removal of disc at lower spinal column, anterior approach"
22585,"Fusion of spine bones with removal of disc, anterior approach"
22600,"Fusion of upper spine bones, posterior or posterolateral approach"
22610,"Fusion of middle spine bones, posterior or posterolateral approach"
22612,"Fusion of lower spine bones, posterior or posterolateral approach"
22614,"Fusion of spine bones, posterior or posterolateral approach"
22630,"Fusion of lower spine bones with removal of disc, posterior approach"
22632,"Fusion of lower spine bones with removal of disc, posterior approach"
22633,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach"
22634,"Fusion of lower spine bones with removal of disc, posterior or posterolateral approach"
22800,"Fusion of spine bones for correction of deformity, posterior approach, up to 6 vertebral segments"
22802,"Fusion of spine bones for correction of deformity, posterior approach, 7 to 12 vertebral segments"
