INSTNM,CITY,STABBR,HBCU,MENONLY,WOMENONLY,RELAFFIL,SATVRMID,SATMTMID,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,PCTPELL,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GRAD_DEBT_MDN_SUPP
Pima Medical Institute-Tucson,Tucson,AZ,0.0,0.0,0.0,0,,,0.0,1948.0,0.4533,0.0657,0.3676,0.0498,0.0149,0.0021,0.0344,0.0005,0.0118,0.0,1,0.503,0.639,0.6153,28200,8708
Pima Medical Institute-Albuquerque,Albuquerque,NM,0.0,0.0,0.0,0,,,0.0,892.0,0.2186,0.0247,0.5504,0.0157,0.1222,0.0,0.0348,0.0,0.0336,0.0,1,0.59,0.6629999999999999,0.5387,28200,8708
Prescott College,Prescott,AZ,0.0,0.0,0.0,0,545.0,503.0,0.0,454.0,0.7004,0.0198,0.0176,0.022000000000000002,0.0352,0.0,0.0352,0.0485,0.1211,0.2004,1,0.455,0.6073,0.3817,33300,24398.5
Refrigeration School Inc,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,695.0,0.4173,0.0791,0.282,0.0086,0.0763,0.0101,0.0245,0.0029,0.0993,0.0,1,0.6078,0.6794,0.752,39100,11183
Rio Salado College,Tempe,AZ,0.0,0.0,0.0,0,,,0.0,8366.0,0.5411,0.1248,0.2005,0.023,0.0204,0.0026,0.0195,0.0053,0.0629,0.8099,1,0.1987,0.1779,0.4699,35900,9000
Roberto-Venn School of Luthiery,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,42.0,0.9048,0.0,0.0238,0.0,0.0,0.0,0.0,0.0714,0.0,0.0,1,0.4394,0.5303,0.0513,24700,PrivacySuppressed
Hair Academy of Safford,Safford,AZ,0.0,0.0,0.0,0,,,0.0,85.0,0.5647,0.0353,0.3294,0.0353,0.0118,0.0,0.0,0.0,0.0235,0.0,1,0.5378,0.2521,0.25,PrivacySuppressed,PrivacySuppressed
Scottsdale Community College,Scottsdale,AZ,0.0,0.0,0.0,0,,,0.0,7335.0,0.5857,0.0543,0.1749,0.024,0.0543,0.0034,0.0247,0.0125,0.0663,0.609,1,0.2072,0.1574,0.3648,35700,8716
South Mountain Community College,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,3653.0,0.115,0.2091,0.4851,0.026000000000000002,0.0569,0.003,0.0178,0.0049,0.0821,0.6523,1,0.5068,0.2584,0.4186,28400,9850
Arizona Christian University,Phoenix,AZ,0.0,0.0,0.0,1,485.0,480.0,0.0,620.0,0.6016,0.0855,0.1661,0.0113,0.0113,0.0081,0.0548,0.021,0.0403,0.0452,1,0.3039,0.46299999999999997,0.1055,33500,22500
Tucson College,Tucson,AZ,0.0,0.0,0.0,0,,,0.0,356.0,0.2444,0.0618,0.618,0.013999999999999999,0.0253,0.0084,0.013999999999999999,0.0,0.013999999999999999,0.0,1,0.7164,0.6326,0.5317,22500,9499
Universal Technical Institute of Arizona Inc,Avondale,AZ,0.0,0.0,0.0,0,,,0.0,2340.0,0.4987,0.0316,0.2406,0.0222,0.0551,0.0342,0.0786,0.0004,0.0385,0.0,1,0.4913,0.6449,0.3196,43500,18500
Western International University,Tempe,AZ,0.0,0.0,0.0,0,,,0.0,996.0,0.4669,0.1325,0.1496,0.009000000000000001,0.0151,0.006,0.0653,0.012,0.1436,0.0,1,0.3053,0.3413,0.9272,50100,28875
Empire Beauty School-NW Phoenix,Phoenix,AZ,0.0,0.0,0.0,0,,,0.0,126.0,0.2302,0.2222,0.3889,0.0238,0.0476,0.0079,0.0159,0.0,0.0635,0.2857,1,0.8259,0.6556,0.4244,20800,9833
Yavapai College,Prescott,AZ,0.0,0.0,0.0,0,,,0.0,5359.0,0.6193,0.0129,0.1329,0.0088,0.0284,0.0015,0.0147,0.0022,0.1793,0.633,1,0.3206,0.1584,0.5393,28000,9374
University of Arkansas at Little Rock,Little Rock,AR,0.0,0.0,0.0,0,470.0,510.0,0.0,7942.0,0.5297,0.2703,0.0699,0.0225,0.0034,0.0,0.0755,0.0283,0.0003,0.4126,1,0.3941,0.4775,0.4062,33900,21736
University of Arkansas for Medical Sciences,Little Rock,AR,0.0,0.0,0.0,0,,,0.0,711.0,0.737,0.1322,0.0464,0.0281,0.0042,0.0,0.0281,0.006999999999999999,0.0169,0.2433,1,0.3944,0.6144,0.5133,61400,12500
ABC Beauty College Inc,Arkadelphia,AR,0.0,0.0,0.0,0,,,0.0,38.0,0.2895,0.6579,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.2105,1,0.9815,1.0,0.4688,PrivacySuppressed,16500
Arkansas Baptist College,Little Rock,AR,1.0,0.0,0.0,1,,,0.0,896.0,0.0413,0.9420000000000001,0.0067,0.0011,0.0,0.0,0.0,0.0089,0.0,0.1127,1,0.8306,0.8695,0.2833,22000,38000
Arkansas Beauty School-Little Rock,Little Rock,AR,0.0,0.0,0.0,0,,,0.0,49.0,0.1429,0.8571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,1,0.9615,0.9038,0.7027,PrivacySuppressed,PrivacySuppressed
Arkansas Beauty College,Russellville,AR,0.0,0.0,0.0,0,,,0.0,33.0,0.9091,0.0303,0.0606,0.0,0.0,0.0,0.0,0.0,0.0,0.0606,1,0.7692,0.9077,0.3261,PrivacySuppressed,6333
Lyon College,Batesville,AR,0.0,0.0,0.0,1,505.0,528.0,0.0,690.0,0.742,0.0681,0.0623,0.0159,0.0145,0.0,0.0,0.0333,0.0638,0.0101,1,0.4578,0.674,0.0524,38600,25000
Arkansas College of Barbering and Hair Design,North Little Rock,AR,0.0,0.0,0.0,0,,,0.0,204.0,0.0441,0.951,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.1078,1,0.7326,0.8062,0.4851,17400,13253
Arthur's Beauty College Inc-Fort Smith,Fort Smith,AR,0.0,0.0,0.0,0,,,0.0,46.0,0.5870000000000001,0.1739,0.1087,0.087,0.0435,0.0,0.0,0.0,0.0,0.0,1,0.6957,0.6087,0.58,13700,9833
University of Arkansas,Fayetteville,AR,0.0,0.0,0.0,0,555.0,565.0,0.0,21405.0,0.7798,0.05,0.0692,0.0251,0.0117,0.0009,0.0316,0.0279,0.0037,0.111,1,0.2359,0.4026,0.1044,43400,21500
University of Arkansas at Pine Bluff,Pine Bluff,AR,1.0,0.0,0.0,0,410.0,427.0,0.0,2391.0,0.0431,0.9281,0.0146,0.0033,0.0013,0.0,0.0004,0.0071,0.0021,0.0849,1,0.7231,0.7422,0.14800000000000002,27200,27728.5
Arkansas State University-Beebe,Beebe,AR,0.0,0.0,0.0,0,,,0.0,2999.0,0.8286,0.0514,0.0504,0.0093,0.0037,0.0023,0.0467,0.006999999999999999,0.0007,0.3018,1,0.2849,0.1192,0.7155,36300,5665.5
Arkansas State University-Main Campus,Jonesboro,AR,0.0,0.0,0.0,0,460.0,520.0,0.0,9139.0,0.7372,0.1448,0.0235,0.0074,0.0043,0.0013,0.0174,0.0556,0.0085,0.1901,1,0.4522,0.5342,0.22399999999999998,31700,19250
Arkansas Tech University,Russellville,AR,0.0,0.0,0.0,0,495.0,535.0,0.0,8845.0,0.7751,0.0897,0.0531,0.0119,0.0099,0.0008,0.0242,0.0353,0.0,0.2071,1,0.4447,0.4517,0.2436,33800,17480
University of Arkansas at Monticello,Monticello,AR,0.0,0.0,0.0,0,,,0.0,2885.0,0.5972,0.3224,0.0364,0.0042,0.0017,0.0014,0.0208,0.0038,0.0121,0.1799,1,0.6096,0.551,0.2261,31300,15000
Arthur's Beauty College Inc-Jacksonville,Jacksonville,AR,0.0,0.0,0.0,0,,,0.0,56.0,0.8393,0.1429,0.0,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,1,0.7326,0.7907,0.5469,13800,9833
Baptist Health College-Little Rock,Little Rock,AR,0.0,0.0,0.0,1,,,0.0,802.0,0.7419,0.1995,0.0137,0.0125,0.0087,0.0,0.0224,0.0,0.0012,0.0848,1,0.5033,0.7266,0.3791,43200,13393.5
Black River Technical College,Pocahontas,AR,0.0,0.0,0.0,0,,,0.0,1547.0,0.9489,0.0284,0.0136,0.0006,0.0058,0.0,0.0026,0.0,0.0,0.2708,1,0.6161,0.3594,0.4239,27000,10322
University of Central Arkansas,Conway,AR,0.0,0.0,0.0,0,490.0,515.0,0.0,9232.0,0.6545,0.1969,0.0434,0.0168,0.0048,0.001,0.0336,0.0379,0.0112,0.1229,1,0.4101,0.5125,0.1142,36500,21500
Central Baptist College,Conway,AR,0.0,0.0,0.0,1,445.0,500.0,0.0,788.0,0.6701,0.2221,0.0419,0.0013,0.013999999999999999,0.0013,0.0152,0.0317,0.0025,0.1574,1,0.4426,0.5913,0.4172,31300,21500
Cossatot Community College of the University of Arkansas,De Queen,AR,0.0,0.0,0.0,0,,,0.0,1033.0,0.6505,0.0871,0.2043,0.0048,0.0184,0.0,0.0348,0.0,0.0,0.5363,1,0.3534,0.0,0.2905,22900,PrivacySuppressed
Crowley's Ridge College,Paragould,AR,0.0,0.0,0.0,1,,,0.0,173.0,0.9364,0.0347,0.0231,0.0058,0.0,0.0,0.0,0.0,0.0,0.0405,1,0.475,0.5,0.05,31700,PrivacySuppressed
Crowley's Ridge Technical Institute,Forrest City,AR,0.0,0.0,0.0,0,,,0.0,212.0,0.3726,0.5991,0.0094,0.0,0.0142,0.0,0.0047,0.0,0.0,0.1368,1,0.8427,0.0,0.4056,20100,PrivacySuppressed
East Arkansas Community College,Forrest City,AR,0.0,0.0,0.0,0,,,0.0,732.0,0.5355,0.4208,0.0191,0.0137,0.0055,0.0,0.0055,0.0,0.0,0.2964,1,0.4102,0.0476,0.3831,20900,PrivacySuppressed
Eastern College of Health Vocations-Little Rock,Little Rock,AR,0.0,0.0,0.0,0,,,0.0,205.0,0.322,0.639,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6927,0.5807,0.6656,18600,3748
Imagine-Paul Mitchell Partner School,North Little Rock,AR,0.0,0.0,0.0,0,,,0.0,398.0,0.6859,0.1985,0.0578,0.0025,0.0075,0.0,0.0251,0.0,0.0226,0.1834,1,0.514,0.7238,0.3361,PrivacySuppressed,12485
National Park Community College,Hot Springs,AR,0.0,0.0,0.0,0,,,0.0,2269.0,0.7871,0.1194,0.0591,0.0132,0.0097,0.0,0.0,0.0,0.0115,0.3808,1,0.6389,0.4085,0.4254,25700,14089.5
University of Arkansas Community College-Batesville,Batesville,AR,0.0,0.0,0.0,0,,,0.0,1067.0,0.8397,0.0356,0.0534,0.0084,0.0112,0.0028,0.0412,0.0028,0.0047,0.298,1,0.5855,0.2269,0.3673,24600,9000
Harding University,Searcy,AR,0.0,0.0,0.0,1,545.0,540.0,0.0,4485.0,0.8299,0.0397,0.0308,0.008,0.0071,0.0002,0.0161,0.064,0.0042,0.0713,1,0.2663,0.5526,0.057999999999999996,38000,26077
Henderson State University,Arkadelphia,AR,0.0,0.0,0.0,0,485.0,495.0,0.0,3226.0,0.6569,0.2365,0.0422,0.0071,0.0015,0.0,0.0453,0.0096,0.0009,0.0939,1,0.5408,0.5964,0.171,34500,19586
Hendrix College,Conway,AR,0.0,0.0,0.0,1,600.0,600.0,0.0,1322.0,0.7753,0.0492,0.0492,0.0567,0.0166,0.0008,0.0068,0.0408,0.0045,0.0038,1,0.1861,0.4703,0.0056,40500,25500
Hot Springs Beauty College,Hot Springs,AR,0.0,0.0,0.0,0,,,0.0,43.0,0.7907,0.09300000000000001,0.09300000000000001,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,1,0.8636,0.75,0.4186,PrivacySuppressed,PrivacySuppressed
Jefferson Regional Medical Center School of Nursing,Pine Bluff,AR,0.0,0.0,0.0,0,,,0.0,73.0,0.8356,0.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.625,0.6,0.5658,PrivacySuppressed,19557.5
John Brown University,Siloam Springs,AR,0.0,0.0,0.0,0,,,0.0,1742.0,0.7618,0.0253,0.0591,0.0121,0.0178,0.0,0.0339,0.0597,0.0304,0.1016,1,0.3053,0.5067,0.2192,46700,23211
Lees School of Cosmetology,North  Little Rock,AR,0.0,0.0,0.0,0,,,0.0,28.0,0.3929,0.4643,0.0714,0.0,0.0,0.0,0.0,0.0,0.0714,0.0,1,0.6409999999999999,0.4872,0.5185,PrivacySuppressed,PrivacySuppressed
Career Academy of Hair Design,Springdale,AR,0.0,0.0,0.0,0,,,0.0,344.0,0.6628,0.0494,0.2616,0.0116,0.0116,0.0,0.0029,0.0,0.0,0.4273,1,0.3866,0.4251,0.3654,PrivacySuppressed,6365
Academy of Salon and Spa,Fort Smith,AR,0.0,0.0,0.0,0,,,0.0,102.0,0.6961,0.0294,0.0686,0.0098,0.1667,0.0098,0.0196,0.0,0.0,0.0,1,0.6987,0.6474,0.3467,PrivacySuppressed,9833
Arkansas State University Mid-South,West Memphis,AR,0.0,0.0,0.0,0,,,0.0,1127.0,0.3798,0.5537,0.0098,0.008,0.0044,0.0009,0.0426,0.0009,0.0,0.4747,1,0.5666,0.0,0.3659,22600,PrivacySuppressed
Arkansas Northeastern College,Blytheville,AR,0.0,0.0,0.0,0,,,0.0,1037.0,0.6249,0.3105,0.0434,0.0048,0.0029,0.001,0.0125,0.0,0.0,0.486,1,0.4435,0.0,0.4119,23000,PrivacySuppressed
Margaret's Hair Academy Inc,Monticello,AR,0.0,0.0,0.0,0,,,0.0,45.0,0.6444,0.2444,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7791,0.7791,0.3077,PrivacySuppressed,4428
New Tyler Barber College Inc,North Little Rock,AR,0.0,0.0,0.0,0,,,0.0,67.0,0.0149,0.9851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7553,0.3404,0.4937,13400,PrivacySuppressed
North Arkansas College,Harrison,AR,0.0,0.0,0.0,0,,,0.0,1662.0,0.9061,0.0036,0.0475,0.0024,0.0096,0.0006,0.0283,0.0018,0.0,0.3219,1,0.6128,0.2441,0.3862,24600,9467.5
Northwest Technical Institute,Springdale,AR,0.0,0.0,0.0,0,,,0.0,267.0,0.8914,0.0075,0.0637,0.0075,0.0037,0.0075,0.0,0.0,0.0187,0.0599,1,0.2817,0.0,0.4127,26500,PrivacySuppressed
Ouachita Baptist University,Arkadelphia,AR,0.0,0.0,0.0,1,525.0,540.0,0.0,1455.0,0.8426,0.079,0.0399,0.0089,0.0069,0.0007,0.0,0.022000000000000002,0.0,0.0082,1,0.289,0.5431,0.0207,37400,23250
College of the Ouachitas,Malvern,AR,0.0,0.0,0.0,0,,,0.0,810.0,0.7667,0.1519,0.0432,0.0012,0.0025,0.0012,0.0321,0.0012,0.0,0.3988,1,0.3411,0.2039,0.3324,25700,9140
Ozarka College,Melbourne,AR,0.0,0.0,0.0,0,,,0.0,1065.0,0.9709,0.0066,0.0131,0.0038,0.0047,0.0009,0.0,0.0,0.0,0.32299999999999995,1,0.6743,0.3915,0.4473,24700,13577
University of the Ozarks,Clarksville,AR,0.0,0.0,0.0,1,495.0,520.0,0.0,578.0,0.6713,0.0571,0.1488,0.0017,0.0069,0.0,0.0381,0.0623,0.0138,0.0138,1,0.4239,0.4957,0.040999999999999995,36600,24200
University of Arkansas Community College-Morrilton,Morrilton,AR,0.0,0.0,0.0,0,490.0,475.0,0.0,1920.0,0.7651,0.0875,0.062,0.0073,0.0021,0.0005,0.0432,0.0292,0.0031,0.4036,1,0.6836,0.3965,0.3541,26100,8000.5
Philander Smith College,Little Rock,AR,1.0,0.0,0.0,1,,,0.0,565.0,0.0053,0.9027,0.0035,0.0053,0.0018,0.0018,0.0195,0.0602,0.0,0.0779,1,0.7176,0.8669,0.1673,24300,31000
Phillips Community College of the University of Arkansas,Helena,AR,0.0,0.0,0.0,0,,,0.0,769.0,0.4408,0.5215,0.013000000000000001,0.0026,0.0,0.0026,0.0013,0.0,0.0182,0.316,1,0.3613,0.0232,0.2134,21100,PrivacySuppressed
Southeast Arkansas College,Pine Bluff,AR,0.0,0.0,0.0,0,,,0.0,1322.0,0.3548,0.6225,0.0121,0.0053,0.0045,0.0008,0.0,0.0,0.0,0.4554,1,0.6527,0.2367,0.4916,25000,6574
Professional Cosmetology Education Center,El Dorado,AR,0.0,0.0,0.0,0,,,0.0,47.0,0.7234,0.23399999999999999,0.0,0.0,0.0213,0.0,0.0213,0.0,0.0,0.0,1,0.6308,1.0,0.38,13800,9833
Pulaski Technical College,North Little Rock,AR,0.0,0.0,0.0,0,,,0.0,8364.0,0.3742,0.5115,0.0383,0.0109,0.0033,0.0005,0.0265,0.0029,0.0319,0.4883,1,0.6441,0.6021,0.6052,27900,20104
University of Arkansas Community College-Hope,Hope,AR,0.0,0.0,0.0,0,,,0.0,1078.0,0.5436,0.3720000000000001,0.0696,0.0037,0.0083,0.0009,0.0019,0.0,0.0,0.3868,1,0.5753,0.0,0.3205,22200,PrivacySuppressed
Rich Mountain Community College,Mena,AR,0.0,0.0,0.0,0,,,0.0,533.0,0.8705,0.0019,0.0394,0.0113,0.0244,0.0019,0.0281,0.0094,0.0131,0.3396,1,0.3981,0.0,0.3563,22000,PrivacySuppressed
Paul Mitchell the School-Arkansas,Fayetteville,AR,0.0,0.0,0.0,0,,,0.0,118.0,0.8559,0.0593,0.0593,0.0254,0.0,0.0,0.0,0.0,0.0,0.2119,1,0.5414,0.6369,0.1979,PrivacySuppressed,9833
Searcy Beauty College,Searcy,AR,0.0,0.0,0.0,0,,,0.0,59.0,0.9661,0.0169,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4437,0.3576,0.2692,11400,8750
Shorter College,N Little Rock,AR,1.0,0.0,0.0,1,,,0.0,403.0,0.005,0.9801,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.2233,1,0.897,0.903,0.703,,PrivacySuppressed
Williams Baptist College,Walnut Ridge,AR,0.0,0.0,0.0,1,425.0,495.0,0.0,508.0,0.8504,0.0906,0.0236,0.0,0.0098,0.0,0.0,0.0197,0.0059,0.0295,1,0.4704,0.6028,0.0871,32200,19000
South Arkansas Community College,El Dorado,AR,0.0,0.0,0.0,0,,,0.0,1341.0,0.5406,0.4146,0.035,0.003,0.003,0.0,0.0,0.0,0.0037,0.4929,1,0.5233,0.3744,0.4406,25000,9500
Southern Arkansas University Main Campus,Magnolia,AR,0.0,0.0,0.0,0,475.0,490.0,0.0,2784.0,0.6311,0.2856,0.0248,0.0065,0.0047,0.009000000000000001,0.0079,0.0298,0.0007,0.1002,1,0.5034,0.4794,0.1713,34000,17000
Southern Arkansas University Tech,Camden,AR,0.0,0.0,0.0,0,,,0.0,732.0,0.6093,0.3443,0.0164,0.0027,0.0027,0.0,0.0164,0.0014,0.0068,0.2842,1,0.196,0.1416,0.2462,27700,5500
Velvatex College of Beauty Culture,Little Rock,AR,0.0,0.0,0.0,0,,,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1,0.7692,0.0,0.52,PrivacySuppressed,PrivacySuppressed
University of Arkansas-Fort Smith,Fort Smith,AR,0.0,0.0,0.0,0,,,0.0,5990.0,0.7244,0.0466,0.0885,0.0456,0.027999999999999997,0.0005,0.0501,0.015,0.0013,0.2067,1,0.5074,0.3813,0.2877,30000,15500
Academy of Art University,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,9885.0,0.2392,0.0685,0.1141,0.0804,0.0051,0.0058,0.0249,0.2523,0.2098,0.4334,1,0.4008,0.5524,0.4043,36000,35093
ITT Technical Institute-Rancho Cordova,Rancho Cordova,CA,0.0,0.0,0.0,0,,,0.0,500.0,0.47200000000000003,0.114,0.11,0.076,0.008,0.002,0.04,0.0,0.17800000000000002,0.254,0,0.7137,0.7667,0.7235,38800,25827.5
Academy of Chinese Culture and Health Sciences,Oakland,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
The Academy of Radio and TV Broadcasting,Huntington Beach,CA,0.0,0.0,0.0,0,,,0.0,14.0,0.2143,0.4286,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9579,1.0,0.4545,28400,9500
Avalon School of Cosmetology-Alameda,Alameda,CA,0.0,0.0,0.0,0,,,0.0,253.0,0.1265,0.4743,0.2253,0.0672,0.0079,0.0,0.0553,0.0,0.0435,0.5099,1,0.7407,0.6768,0.3387,21600,9860
College of Alameda,Alameda,CA,0.0,0.0,0.0,0,,,0.0,5141.0,0.1529,0.2128,0.2196,0.3021,0.0037,0.0041,0.0473,0.0076,0.05,0.8440000000000001,1,0.2273,0.0117,0.39399999999999996,31900,PrivacySuppressed
Allan Hancock College,Santa Maria,CA,0.0,0.0,0.0,0,,,0.0,9738.0,0.3565,0.0279,0.5287,0.0418,0.006999999999999999,0.0043,0.0312,0.0021,0.0005,0.6629999999999999,1,0.2531,0.0231,0.3713,29800,10500
American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,280.0,0.4143,0.0821,0.0964,0.0107,0.0107,0.0036,0.1321,0.2429,0.0071,0.0,1,0.5039,0.6008,0.1589,27800,12000
American Baptist Seminary of the West,Berkeley,CA,0.0,0.0,0.0,1,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
American Film Institute Conservatory,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
American Beauty College,West Covina,CA,0.0,0.0,0.0,0,,,0.0,97.0,0.1031,0.0619,0.7835,0.0412,0.0,0.0,0.0103,0.0,0.0,0.5670000000000001,1,0.82,0.54,0.1333,PrivacySuppressed,4749
American Career College-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,1613.0,0.0484,0.1494,0.6454,0.0694,0.0043,0.0081,0.0632,0.0,0.0118,0.0,1,0.7371,0.6497,0.4017,29500,9500
American Conservatory Theater,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,,,PrivacySuppressed,PrivacySuppressed
American River College,Sacramento,CA,0.0,0.0,0.0,0,,,0.0,26803.0,0.4695,0.0989,0.2063,0.1063,0.0076,0.0085,0.0587,0.0057,0.0385,0.7447,1,0.2843,0.055999999999999994,0.5035,28400,11410
Antelope Valley College,Lancaster,CA,0.0,0.0,0.0,0,,,0.0,12367.0,0.2401,0.2008,0.4601,0.0323,0.0041,0.0014,0.0475,0.0013,0.0125,0.6531,1,0.5291,0.151,0.3889,27000,16476
Art Center College of Design,Pasadena,CA,0.0,0.0,0.0,0,,,0.0,1814.0,0.2001,0.0116,0.1097,0.3484,0.0022,0.0033,0.0436,0.2696,0.0116,0.134,1,0.3599,0.4929,0.3039,56100,33721
Associated Technical College-Los Angeles,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,361.0,0.09699999999999999,0.4377,0.385,0.0166,0.0111,0.0055,0.036000000000000004,0.0,0.0111,0.0,1,0.8116,0.3682,0.5916,23500,8963
Associated Technical College-San Diego,San Diego,CA,0.0,0.0,0.0,0,,,0.0,119.0,0.2353,0.3193,0.4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.9442,0.8579,0.5455,18000,9500
Azusa Pacific University,Azusa,CA,0.0,0.0,0.0,1,515.0,515.0,0.0,5918.0,0.4714,0.0448,0.2614,0.0912,0.0019,0.0095,0.0738,0.0191,0.0269,0.0875,1,0.2898,0.5172,0.1467,50000,22500
Bakersfield College,Bakersfield,CA,0.0,0.0,0.0,0,,,0.0,16982.0,0.2298,0.04,0.6473,0.0377,0.0042,0.0011,0.032,0.0026,0.0052,0.6585,1,0.3976,0.0328,0.3337,29300,11398
Barstow Community College,Barstow,CA,0.0,0.0,0.0,0,,,0.0,1588.0,0.3004,0.1398,0.4509,0.0258,0.012,0.0069,0.055999999999999994,0.0019,0.0063,0.7513,1,0.4902,0.0,0.5086,31700,PrivacySuppressed
Bellus Academy-National City,National City,CA,0.0,0.0,0.0,0,,,0.0,177.0,0.1073,0.1299,0.6045,0.0678,0.0169,0.0113,0.0621,0.0,0.0,0.0,1,0.7057,0.6755,0.3459,16500,15378
Bethesda University,Anaheim,CA,0.0,0.0,0.0,1,,,0.0,261.0,0.1111,0.1456,0.2261,0.4751,0.0,0.0,0.0,0.0115,0.0307,0.1609,1,0.3686,0.2078,0.4672,PrivacySuppressed,PrivacySuppressed
Biola University,La Mirada,CA,0.0,0.0,0.0,1,555.0,555.0,0.0,4364.0,0.5165,0.0209,0.1829,0.1613,0.0014,0.003,0.0648,0.027000000000000003,0.0222,0.0229,1,0.311,0.6176,0.0395,40500,24375
Brooks Institute,Ventura,CA,0.0,0.0,0.0,0,,,0.0,415.0,0.2602,0.0313,0.0675,0.0241,0.0024,0.0024,0.0048,0.0,0.6072,0.2169,1,0.37799999999999995,0.6321,0.2907,28800,31000
Brownson Technical School,Anaheim,CA,0.0,0.0,0.0,0,,,0.0,46.0,0.1739,0.0652,0.5435,0.1957,0.0,0.0,0.0,0.0,0.0217,0.0,1,0.8077,0.8013,0.6222,39500,9394
Bryan University,Los Angeles,CA,0.0,0.0,0.0,0,,,0.0,1324.0,0.5355,0.21,0.1337,0.0181,0.0083,0.0076,0.0823,0.0,0.0045,0.0,1,0.5675,0.7468,0.7509,43700,20000
Butte College,Oroville,CA,0.0,0.0,0.0,0,,,0.0,11164.0,0.6006,0.0257,0.1916,0.0547,0.017,0.0046,0.021,0.0157,0.0691,0.4941,1,0.4845,0.1223,0.3289,29400,12898
Phillips Graduate Institute,Chatsworth,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,,PrivacySuppressed
California Institute of Integral Studies,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,104.0,0.4423,0.1442,0.2212,0.0385,0.0096,0.0,0.0769,0.0096,0.0577,0.0769,1,0.5067,0.76,0.7067,PrivacySuppressed,18750
Cabrillo College,Aptos,CA,0.0,0.0,0.0,0,,,0.0,12423.0,0.5089,0.0127,0.3677,0.0333,0.0045,0.002,0.0471,0.0058,0.018000000000000002,0.6411,1,0.2442,0.0317,0.43,32500,12000
California Baptist University,Riverside,CA,0.0,0.0,0.0,1,485.0,485.0,0.0,6435.0,0.4068,0.0774,0.3225,0.048,0.0065,0.0106,0.0514,0.0204,0.0564,0.1343,1,0.4756,0.7711,0.2255,40300,27000
California College of the Arts,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,1512.0,0.2917,0.039,0.1349,0.162,0.0033,0.0119,0.0,0.2725,0.0847,0.0317,1,0.3336,0.5273,0.1751,33300,27000
University of California-Hastings College of Law,San Francisco,CA,0.0,0.0,0.0,0,,,0.0,,,,,,,,,,,,1,,,,104800,PrivacySuppressed
California Institute of Technology,Pasadena,CA,0.0,0.0,0.0,0,765.0,785.0,0.0,983.0,0.2787,0.0153,0.1221,0.4385,0.001,0.0,0.057,0.0875,0.0,0.0,1,0.1126,0.2303,0.0082,77800,11812.5
California Lutheran University,Thousand Oaks,CA,0.0,0.0,0.0,1,550.0,550.0,0.0,2799.0,0.5098,0.0432,0.2547,0.0657,0.0114,0.0057,0.0272,0.0425,0.0397,0.0543,1,0.2722,0.5765,0.1326,51000,23000
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,0.0,0.0,0.0,0,595.0,630.0,0.0,19177.0,0.5872,0.006999999999999999,0.1516,0.1185,0.0016,0.002,0.0703,0.0148,0.047,0.0344,1,0.2012,0.3391,0.0359,61800,19166
