category,text
sci.space,"From: baalke@kelvin.jpl.nasa.gov (Ron Baalke)
Subject: Re: Command Loss Timer (Re: Galileo Update - 04/22/93)
Organization: Jet Propulsion Laboratory
Lines: 22
Distribution: world
NNTP-Posting-Host: kelvin.jpl.nasa.gov
Keywords: Galileo, JPL
News-Software: VAX/VMS VNEWS 1.41    

In article <1993Apr23.103038.27467@bnr.ca>, agc@bmdhh286.bnr.ca (Alan Carter) writes...
>In article <22APR199323003578@kelvin.jpl.nasa.gov>, baalke@kelvin.jpl.nasa.gov (Ron Baalke) writes:
>|> 3.  On April 19, a NO-OP command was sent to reset the command loss timer to
>|> 264 hours, its planned value during this mission phase.
> 
>This activity is regularly reported in Ron's interesting posts. Could
>someone explain what the Command Loss Timer is?
> 

The Command Loss Timer is part of the fault protection scheme of the
spacecraft.  If the Command Loss Timer ever countdowns to zero, then the
spacecraft assumes it has lost communications with Earth and will go 
through a set of predetermined steps to try to regain contact.  The
Command Loss Timer is set to 264 hours and reset about once a week during 
the cruise phase, and is set to a lower value during an encounter phase.  
     ___    _____     ___
    /_ /|  /____/ \  /_ /|     Ron Baalke         | baalke@kelvin.jpl.nasa.gov
    | | | |  __ \ /| | | |     Jet Propulsion Lab |
 ___| | | | |__) |/  | | |__   M/S 525-3684 Telos | The aweto from New Zealand
/___| | | |  ___/    | |/__ /| Pasadena, CA 91109 | is part caterpillar and
|_____|/  |_|/       |_____|/                     | part vegetable.

"
sci.med,"From: melewitt@cs.sandia.gov (Martin E. Lewitt)
Subject: Re: Altitude adjustment
Article-I.D.: cs.1993Apr22.055958.2377
Organization: nCUBE, Sandia Park, NM
Lines: 31

In article <4159@mdavcr.mda.ca> vida@mdavcr.mda.ca (Vida Morkunas) writes:
>I live at sea-level, and am called-upon to travel to high-altitude cities
>quite frequently, on business.  The cities in question are at 7000 to 9000
>feet of altitude.  One of them especially is very polluted...
>
>Often I feel faint the first two or three days.  I feel lightheaded, and
>my heart seems to pound a lot more than at sea-level.  Also, it is very
>dry in these cities, so I will tend to drink a lot of water, and keep
>away from dehydrating drinks, such as those containing caffeine or alcohol.
>
>Thing is, I still have symptoms.  How can I ensure that my short trips there
>(no, I don't usually have a week to acclimatize) are as comfortable as possible?
>Is there something else that I could do?

I saw a Lifetime Medical Television show a few months back on travel
medicine.  It briefly mentioned some drugs which when started two or
three days before getting to altitude could assist in acclimitazation.

Unfortunately all that I can recall is that the drug stimulated
breathing at night???  I don't know if that makes sense, it seems
to me that the new drug which stimulates red blood cell production
would be a more logical approach, erythropoiten (sp?).

Alas, I didn't record the program, but wish I had, since I live
at over 7000ft. and my mother gets sick when visiting.

Please let me know if you get more informative responses.
--
Phone:  (505) 845-7561           Martin E. Lewitt             My opinions are
Domain: lewitt@ncube.COM         P.O. Box 513                 my own, not my
Sandia: melewitt@cs.sandia.GOV   Sandia Park, NM 87047-0513   employer's. 
"
sci.med,"From: ray@engr.LaTech.edu (Bill Ray)
Subject: Re: Acutane, Fibromyalgia Syndrome and CFS
Organization: Louisiana Tech University
Lines: 8
NNTP-Posting-Host: ee02.engr.latech.edu
X-Newsreader: TIN [version 1.1 PL8]

Daniel Prince (Daniel.Prince@f129.n102.z1.calcom.socal.com) wrote:

: ... I think they should rename Waco TX to Wacko TX!

I know it is just a joke, but please remember: the people of Waco
did not ask David Koresh to be a lunatic there, he just happened.
Waco is a lovely town.  I would think someone living in the home
of flakes and nut would be more sensitive :-)
"
rec.autos,"From: kega@celsiustech.se (Kent Gabrin)
Subject: Re: Did US drive on the left?
Organization: CelsiusTech AB
Lines: 44

In article <1993Apr6.060553.22453@cactus.org> boyle@cactus.org (Craig Boyle) writes:

...deleted lines...

>>Well Sweden and Australia, and lord knows wherever else used to drive on
>Australians still do drive on the ""wrong"" side of the road. I believe
>Sweden changed in 1968. The way I heard it was that they swapped
>all the traffic signs around one Sunday....

   As I live in Sweden I remember the day perfectly well. We changed
side 1967-09-03 (or 03-SEP-1967). I don't remeber the exactly time but
it was in the night. (in the 'big' cities like Stockholm & Gothenburg
all trafic was forbidden, exept busses and taxis, during the whole
weekend.) The day was a Sunday and everything was prepared in before.

Before the day we was told to follow the yellow lines on the road and
after it was the white one that matters. The signs with arrows on was
prepared with a 'left mode' label that was torn off that night to
reveal the new right mode arrow.

The year after Iceland also changed.

About cars: Before the H-day (H as in ""Hoegertrafik"". ""hoeger"" is
Swedish and stands for 'right') practically all cars already had their
steering wheels on the left side. Even the imported cars from UK had
the wheel on 'the right side'. At last we have cars with the wheels on
the right side. :-)

More contries that uses the left side is:

Japan
Tanzania (I think)
New Zeeland
How about South Africa?

BTW. Some sais that the left side is the right side because Ivanhoe
and other knights meet at the left when they fight in tournaments. :-)

...deleted lines...

Kent Gabrin   CelsiusTech Systems  ! My thinking is not as great as
S-175 88 Jaerfaella       Sweden   ! Oliver Berendinus Bumble /Will Try
KEGA@Celsiustech.se ! Company sold again. Former name was: NobelTech

"
misc.forsale,"From: lohia@apple.com (Raj Lohia)
Subject: 1.2GB DISK for SALE!!!
Distribution: usa
Organization: Apple Computer Inc, Cupertino, CA
Lines: 10



I have a 1.2GB full size  Seagate SCSI2 disk for sale.  Model No. is ST41200N

This is a brand new disk, never been used or formatted. 

Send me your offer at lohia@bharat.aux.apple.com

-Raj

"
talk.politics.guns,"From: ghm@sserve.cc.adfa.oz.au (Geoff Miller)
Subject: Re: Ban All Firearms !
Organization: Australian Defence Force Academy, Canberra, Australia
Lines: 18

jrm@gnv.ifas.ufl.edu writes:

>	Firearms tend to fall into this low dollar/pound area.
>	It would not be economic to smuggle them in. All production
>	would have to be local. There are not all that many people
>	who have both the skill AND motivation to assemble worthwhile
>	firearms from scratch. High-ranking crime figures could
>	obtain imported Uzis and such, but the average person, and
>	average thug, would be lucky to get a zip-gun - and would
>	pay through the nose for it. 

So why did the Australian Customs Service make a public statement to
a parliamentary committee last year that weapons smuggling was a problem
which it was not able to control?  Possibly criminals don't have your 
grasp of economics?

Geoff Miller  (g-miller@adfa.edu.au)
Computer Centre, Australian Defence Force Academy
"
talk.politics.guns,"From: mikey@ccwf.cc.utexas.edu (Strider)
Subject: Re: ATF BURNS DIVIDIAN RANCH! NO SURVIVORS!!!
Organization: The University of Texas at Austin, Austin TX
Lines: 31
NNTP-Posting-Host: louie.cc.utexas.edu

irvine@uxh.cso.uiuc.edu (Brent Irvine) writes:
:glenns@eas.gatech.edu writes:
:>Hey, gang, it's not about duck hunting, or about dark alleys,
:>it's about black-clad, helmeted and booted troops storming
:>houses and violating civil rights under color of law. 
:>
:>Are YOU ready to defend YOUR Constitution?
:
:Its also about crazy fatigue clad survivalist types blasting the 
:snot out of people who accidentally stray onto his land in the
:name of 'self defense.'

Well, the count is now at least 86 dead by government action.  How many
have been killed in the last year in the manner you described?  What, no
facts?  Oh, how silly of me; I forgot, you don't like guns, so you don't
need no stinkin' facts.


:Don't get too self-righteous, Mr. gun-toter.

Don't get too smug, Mr. gun-hater.


Mike Ruff
-- 
- This above all, to thine own      S T R I D E R      mikey@ccwf.cc.utexas.edu
-     self be true.  --Polonius     *  * *****    **  *  * **** ***** *** *   *
Those who would sacrifice essential *  *   *     *  * *  * *      *    *  **  *
   liberties for a little temporary *  *   *     **** *  * ****   *    *  * * *
   safety deserve neither liberty   *  *   *     *  * *  *    *   *    *  *  **
   nor safety.  --B. Franklin       ****   *     *  * **** ****   *   *** *   *
"
talk.politics.guns,"From: ""Faustus"" <p00056@mail.psi.net>
Subject: Re: 2ND AMENDMENT DEAD - GOOD !
In-Reply-To: <1993Apr18.001319.2340@gnv.ifas.ufl.edu>
Nntp-Posting-Host: 127.0.0.1
Organization: INFERNO
X-Mailer: PSILink (3.01)
Lines: 27

>DATE:   18 Apr 93 00:13:19 -0500
>FROM:   jrm@gnv.ifas.ufl.edu
>
>Yea, there are millions of cases where yoy *say* that firearms
>'deter' criminals. Alas, this is not provable. 

In my case I am alive thanks to a gun, that is provable..
even in your twisted logic.

>I think that that there are actually *few* cases where this is so. 

No... Wrong again brain trust.. 

>The bulk of firarems are used against unworthy and unnesessary
>opponents 

Huh? What planet are you from? 

>The 2nd amendment is dead. Accept this. Find another way.

Wrong... Not as long as freedom remains ..

PS: Get a Dictionary..


Faustus
(Gun of the month club... hmmm.. Glock 10mm this month.. Sig 226 next..)
"
rec.autos,"From: nsx@carson.u.washington.edu (|ns-x|)
Subject: Re: 300ZX or SC300???
Organization: University of Washington, Seattle
Lines: 18
NNTP-Posting-Host: carson.u.washington.edu

>ip02@ns1.cc.lehigh.edu (Danny Phornprapha) writes:
>>I'm getting a car in the near future.  I've narrow it down to 300ZX and SC300.
>>Which might be a better choice?
>>Thanks for your opnion,
>>Danny


>I've been asking myself this same question for the past year, so, if/when
>you find out, would you please share the magistic answer with me.. 
>The way I see it right now, work twice as hard so you can have both.
>cheers :)
>Issa

	
	my suggestion is: why not work twice as hard (like issa 
	suggested above) then get acura nsx?! :) enjoy. /seb


"
rec.autos,"From: chuck@eos.ncsu.edu (Chuck Kesler)
Subject: Re: Ford Probe - Opinions? (centered around the GT)
Organization: North Carolina State University, Project EOS
Lines: 143

In article <1993Apr20.002651.20797@sco.com> nathanp@sco.COM (Nathan) writes:
>
>""Jeremy G. Mereness"" <zonker+@CMU.EDU> says:
>>
>>Can anyone offer any opinions of the Ford Probe... ala how they do in
>>the long run, repair records, reliability, mileage, etc?
>>
>>I am fixing to buy a car in the next few months aiming toward something
>>a little bigger than a typical small car and with a little more power. I
>>am considering the MX-6, Probe, Accord, Corolla, and the 240SX. 
...
>I bought a '93 Probe GT with the PEP 263A last July (now at 9500 miles)
>after debating over the Sentra SE-R/NX2000, MX6, MR-2, Stealth, Prelude, 
>and Celica.
...
>The car design is different than earlier years, so it's too early to see its
>reliability so far.  For what it's worth, my comments:
>
>My dislikes:
>Shutting door with windows up from inside rarely makes good wind seal.

Some other owners on the ford-probe@world.std.com mailing list have commented 
about this problem, but I haven't seen it happen on my 3 month old 
'93 Probe GT.  I think this may be something that Ford has corrected since 
the initial batch of cars.  Also, someone said that Ford has issued a 
service bulletin to inform dealers about how to correct this problem, so you 
may be able to get your dealer to fix it.

>Headlights have ""stuck"" up a few times (weather?)
>air conditioning broke ~4000 miles (pressure cycling switch)
>condensation around rear washer fluid container doesn't drain completely.

Haven't seen any of these problems, nor have I seen these mentioned on the
mailing list, so these might just be having bad luck with these.

>crammed engine; little hope for do-it-yourselfers (typical)

Definitely!

>parts somewhat more expensive than normal Ford parts
>underside plastic doesn't like sharp driveways and speedbumps (typical).
>assembly gripes: tape on radiator, screw fell out of dash, seat seams not 
>stitched properly.  Hopefully just a fluke.

No problems like these either.  I haven't been able to find any obvious 
places where they screwed up.

>Ford only gives 1 key with the car.  C'mon Ford, spend an extra few pennies!

Hmmm!  I got two keys with my car.  Something tells me you got stiffed by
your dealer on this.  (Actually, if you count the ""credit card"" key that 
came in the owner's binder, I got 3 keys, but since the credit card key
doesn't have any teeth cut in it yet, I guess I won't count it. :-))

>Rear hatch has no padding on corners when up.  I'm waiting for the day when
>I bash my head on the corner.
>horn buttons behind air bag in spokes and not in center (personal preference)

The latter is probably because of the air bag.  It's pretty much takes up
all the space where you'd expect to find the horn.

Speaking of the horn, I was surprised to find that the Probe comes with one
of those nice 'merican sounding horns instead of the Japanese sounding kind.
The previous Probes had Japanese horns.

>Tires fling dirt/mud onto side of car 

Yeah, not very badly, but enough to be annoying sometimes.

>My Likes:
>engine (design/valves/sounds/smoothness/power/mileage/torque) -- definitely #1
>handling (very good for FWD; understeer only at limits)
>transmission (the 5 speed is a must)
>usable instrumentation (lovely readable analog everywhere)
>Very little torque steer at full power (much better than the '90 SHO I drive)
>stability at 100+mph (high gearing though)
>low cowl (good visibility in front)
>Heated outside mirrors (nice in fog, never tested in freezing weather)
>ABS/Air bag (see above)
>rear seats fold down (I have few rear seat passengers so a trunk not important)
>No shake/rattle noises when going over bumps/potholes (still!)
>Tires: 225/55VR16 Goodyear Eagles (70% left; hoping for 30K :-)

I agree strongly with all of the above, especially about the engine.  The
interior is very, very nice too.  Very pleasing to the eye, and ergonomically
sound.

...
>I drive it to and from work
>each day on relatively smooth roads, and most noticable thing is that the
>Probe's suspension doesn't like potholes.  When you test drive one, find a 
>potholed road somewhere around town and see if the jarring you get is 
>tolerable.

Yes, this car's stiff suspension isn't for everyone.  I personally like it,
but if you find it a little harsh but otherwise like the car, I'd strongly
suggest looking into the MX-6.

>If you have 3+ passengers, by all means bring them along too.  They'll find
>that they have no room in the back and you'll find that the car rides
>differently (if that's ""better"" is up to you).  

The problem with the back seat is that there's no leg room.  Plenty of 
head room, though.  Shorter people fit back there without any complaints,
so long as the seat they are sitting behind is pulled forward a bit to 
give them a place to put their feet.

>Also, there's a lot of glass
>around you which I wasn't expecting; the temperature inside the car gets pretty
>hot in the summer.  My back seat passengers (now very few) complain about
>the lack of ventilation; you may want to consider that when combined with
>the heat.

The power moonroof can greatly improve the ventilation throughout the car. :-)
I really enjoy the moonroof, by the way, but then I've always been a sucker
for open air driving.  No leakage problems or anything like that...yet!

>I've heard that the exhaust system has trouble, but mine works fine.

I haven't heard about this one.  I know that some of the very early Probes
('89 and maybe '90) had problems with prematurely rusting mufflers (which
Ford will replace at no charge), but I haven't heard about anything like
this concerning the '93 Probes.

I haven't had any real trouble with this car outside of a CV joint boot
that was leaking, but the dealer took care of that promptly, and even
gave me a free rental car for the day and a half that I was without my
car.  I was quite happy with the way they handled...especially considering
that I was expecting the worst from them!

From what I've heard, it sounds like Ford/Mazda had some QC problems with 
the Probe (and probably MX-6) when they first went into production, but 
I think these problems have mostly been corrected at this point.  That's
almost always to be expected with a completely new car like this, though.

Hope this helps,

-chuck-
-- 
   Chuck Kesler                     /|<  Internet:   chuck@eos.ncsu.edu
   Unix Systems Programmer           |   US Mail:    Box 7901, NCSU Campus 
   Engineering Computer Operations   |               Raleigh, NC 27695 USA
   North Carolina State University   |   Phone:      +1 919 515 2458
"
