Patron Type,Age Range,Home Library,Active Date,Checkouts,Renewals,Notice Preference,Year Patron Registered,Outside of County
ADULT,25 to 34 years,Main Library,2014-08-01,28,39,email,2012,False
ADULT,25 to 34 years,Main Library,2013-09-01,72,93,email,2011,False
JUVENILE,0 to 9 years,Mission,2016-05-01,2,0,phone,2016,False
JUVENILE,10 to 19 years,Chinatown,2016-07-01,237,0,print,2016,False
ADULT,60 to 64 years,Potrero,2016-06-01,441,957,print,2003,False
JUVENILE,10 to 19 years,Anza,2014-07-01,824,850,email,2009,False
ADULT,35 to 44 years,Bernal Heights,2014-09-01,752,259,email,2008,False
WELCOME,25 to 34 years,Main Library,2012-10-01,1,0,print,2012,False
ADULT,25 to 34 years,Main Library,2015-06-01,40,47,email,2013,False
ADULT,25 to 34 years,Parkside,2016-06-01,49,2,print,2003,False
JUVENILE,0 to 9 years,Main Library,2015-05-01,46,27,email,2014,False
ADULT,35 to 44 years,Mission Bay,2015-03-01,324,165,email,2008,True
ADULT,35 to 44 years,Mission Bay,2015-07-01,4,0,email,2015,True
SENIOR,65 to 74 years,Glen Park,2016-07-01,14,7,email,2016,False
ADULT,35 to 44 years,Marina,2014-08-01,66,80,email,2003,False
ADULT,10 to 19 years,Richmond,2014-09-01,71,69,phone,2003,False
JUVENILE,0 to 9 years,Ortega,2016-07-01,597,649,email,2009,False
ADULT,25 to 34 years,Merced,2016-04-01,95,32,email,2009,False
ADULT,35 to 44 years,North Beach,2013-04-01,30,6,phone,2013,False
ADULT,10 to 19 years,Anza,2014-12-01,257,6,phone,2011,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,False
ADULT,45 to 54 years,Sunset,2016-07-01,613,0,phone,2009,False
ADULT,35 to 44 years,Main Library,2015-10-01,39,56,email,2012,False
ADULT,25 to 34 years,Sunset,2016-07-01,7,8,email,2016,False
ADULT,25 to 34 years,Main Library,2015-08-01,11,2,email,2008,False
JUVENILE,10 to 19 years,Western Addition,2014-04-01,6,1,email,2010,False
ADULT,35 to 44 years,Richmond,2016-07-01,338,282,email,2008,False
ADULT,45 to 54 years,Merced,2014-10-01,263,71,email,2005,True
YOUNG ADULT,10 to 19 years,Main Library,2013-10-01,3,0,print,2010,False
ADULT,25 to 34 years,Marina,2014-08-01,9,4,email,2013,False
WELCOME,25 to 34 years,Sunset,2015-09-01,3,0,email,2011,False
ADULT,25 to 34 years,Mission,2010-12-01,32,42,email,2008,False
SPECIAL,65 to 74 years,Richmond,2016-07-01,397,15,phone,2010,False
YOUNG ADULT,10 to 19 years,Merced,2015-10-01,32,30,email,2005,True
JUVENILE,0 to 9 years,Glen Park,2015-08-01,50,0,email,2015,True
ADULT,20 to 24 years,Potrero,2016-03-01,8,15,email,2015,False
ADULT,35 to 44 years,Richmond,,0,0,email,2013,False
ADULT,20 to 24 years,Main Library,2015-01-01,1,0,email,2014,False
JUVENILE,10 to 19 years,Merced,2016-03-01,42,6,email,2014,False
ADULT,35 to 44 years,Visitacion Valley,2015-05-01,4,3,email,2012,False
SENIOR,65 to 74 years,Bernal Heights,2016-07-01,627,35,email,2003,False
JUVENILE,0 to 9 years,Western Addition,,0,0,email,2016,False
ADULT,45 to 54 years,Main Library,2013-07-01,38,0,phone,2013,False
YOUNG ADULT,10 to 19 years,Mission,2016-05-01,40,2,print,2004,False
JUVENILE,0 to 9 years,Potrero,2016-06-01,94,12,email,2012,False
JUVENILE,10 to 19 years,Excelsior,2014-03-01,2,0,phone,2011,False
SENIOR,65 to 74 years,Western Addition,2016-07-01,9,9,email,2010,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Mission,2012-01-01,27,20,email,2003,False
WELCOME,35 to 44 years,Presidio,,0,0,email,2014,False
JUVENILE,10 to 19 years,West Portal,2016-05-01,1194,7,phone,2008,False
JUVENILE,0 to 9 years,Chinatown,2016-07-01,997,456,email,2013,False
ADULT,35 to 44 years,Main Library,2016-03-01,2,0,email,2008,True
ADULT,25 to 34 years,Main Library,2015-04-01,4,3,email,2015,False
ADULT,45 to 54 years,Mission,2014-06-01,134,35,email,2007,False
ADULT,25 to 34 years,Main Library,2013-09-01,4,0,phone,2012,False
WELCOME,20 to 24 years,Main Library,2015-12-01,1,2,email,2015,False
JUVENILE,0 to 9 years,Ortega,2014-04-01,3,0,email,2013,False
ADULT,45 to 54 years,Main Library,2016-07-01,486,211,email,2003,True
ADULT,60 to 64 years,Main Library,2016-07-01,4212,71,phone,2007,False
ADULT,35 to 44 years,Main Library,2014-06-01,3,2,email,2013,True
ADULT,35 to 44 years,Chinatown,2015-07-01,917,76,phone,2005,False
ADULT,45 to 54 years,Main Library,2016-06-01,9,0,email,2016,True
ADULT,20 to 24 years,Ingleside,,0,0,phone,2013,False
ADULT,45 to 54 years,Parkside,2015-11-01,15,6,email,2003,False
SENIOR,65 to 74 years,Merced,2016-07-01,922,301,phone,2003,False
ADULT,35 to 44 years,Mission,2013-01-01,6,3,email,2008,False
ADULT,45 to 54 years,Bernal Heights,2016-07-01,147,91,email,2003,False
ADULT,25 to 34 years,Mission Bay,,0,0,email,2015,False
JUVENILE,0 to 9 years,Children's Bookmobile,2016-03-01,3,1,phone,2012,False
ADULT,45 to 54 years,Main Library,2014-08-01,8,15,email,2008,False
ADULT,45 to 54 years,Bernal Heights,2014-11-01,72,10,phone,2003,False
ADULT,35 to 44 years,Ingleside,2016-07-01,328,403,email,2014,False
JUVENILE,10 to 19 years,Visitacion Valley,2015-09-01,4,0,print,2012,False
ADULT,10 to 19 years,Ortega,2015-07-01,2782,146,email,2003,False
ADULT,20 to 24 years,Mission,2015-09-01,8,0,email,2014,False
ADULT,25 to 34 years,Anza,2014-10-01,38,88,email,2005,False
JUVENILE,0 to 9 years,Chinatown,2016-01-01,3,0,email,2015,False
ADULT,35 to 44 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,426,20,email,2003,False
ADULT,45 to 54 years,Golden Gate Valley,2014-10-01,1,0,email,2014,False
YOUNG ADULT,10 to 19 years,Excelsior,2014-07-01,20,6,phone,2010,False
ADULT,35 to 44 years,Noe Valley/Sally Brunn,2012-10-01,1,2,email,2012,False
SENIOR,75 years and over,Sunset,2014-10-01,587,55,email,2003,False
ADULT,25 to 34 years,Marina,2014-06-01,22,7,email,2012,False
SENIOR,75 years and over,Anza,2016-07-01,1373,33,phone,2003,False
ADULT,65 to 74 years,Bayview/Linda Brooks-Burton,2015-09-01,137,0,phone,2015,False
ADULT,35 to 44 years,Main Library,2015-01-01,99,115,email,2012,False
ADULT,35 to 44 years,Main Library,,0,0,phone,2016,False
ADULT,35 to 44 years,Main Library,2016-07-01,31,71,email,2009,False
ADULT,45 to 54 years,Park,2016-04-01,22,33,email,2009,False
ADULT,60 to 64 years,Chinatown,2014-01-01,8,12,email,2012,False
YOUNG ADULT,10 to 19 years,Ingleside,2016-06-01,541,11,email,2008,False
ADULT,35 to 44 years,Mission,2016-06-01,129,51,email,2008,True
ADULT,20 to 24 years,Visitacion Valley,2016-07-01,87,61,email,2007,False
SENIOR,65 to 74 years,Sunset,2016-03-01,89,18,phone,2011,False
ADULT,35 to 44 years,Richmond,2014-10-01,82,0,email,2011,False
SENIOR,65 to 74 years,Main Library,2015-02-01,2,3,email,2013,True
ADULT,20 to 24 years,Main Library,,0,0,email,2014,True
WELCOME,45 to 54 years,Parkside,,0,0,print,2015,False
ADULT,55 to 59 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,66,71,email,2003,False
JUVENILE,10 to 19 years,Ingleside,2015-08-01,9,2,email,2012,False
JUVENILE,0 to 9 years,Parkside,2016-07-01,14,0,email,2016,False
SENIOR,65 to 74 years,Bernal Heights,2016-06-01,90,79,email,2003,False
ADULT,35 to 44 years,Main Library,2014-07-01,93,47,email,2003,True
ADULT,35 to 44 years,Mission Bay,2014-08-01,28,3,email,2010,False
ADULT,45 to 54 years,Main Library,2015-06-01,2,0,email,2011,False
ADULT,35 to 44 years,Glen Park,2012-11-01,57,1,email,2003,True
ADULT,25 to 34 years,Excelsior,2016-07-01,355,96,email,2006,False
JUVENILE,0 to 9 years,Anza,2016-06-01,108,0,email,2012,False
ADULT,60 to 64 years,Main Library,2015-10-01,14,1,email,2013,False
ADULT,60 to 64 years,North Beach,2014-07-01,153,74,phone,2005,False
ADULT,20 to 24 years,Mission,2016-07-01,7,0,email,2016,False
YOUNG ADULT,10 to 19 years,Ocean View,2015-08-01,30,1,email,2007,False
JUVENILE,0 to 9 years,Visitacion Valley,2016-06-01,3,0,email,2016,False
TEACHER CARD,45 to 54 years,Sunset,2016-07-01,702,0,email,2015,False
ADULT,35 to 44 years,Presidio,2013-10-01,178,145,email,2006,False
ADULT,45 to 54 years,Main Library,2014-09-01,34,3,email,2009,False
SENIOR,65 to 74 years,Main Library,2013-09-01,1,0,email,2005,False
JUVENILE,10 to 19 years,Visitacion Valley,2015-07-01,29,0,phone,2009,False
ADULT,60 to 64 years,Sunset,2013-12-01,152,8,phone,2009,False
ADULT,35 to 44 years,Park,2013-03-01,6,0,print,2012,False
YOUNG ADULT,10 to 19 years,Merced,2015-11-01,700,107,phone,2005,False
SENIOR,75 years and over,Marina,2016-07-01,286,316,phone,2003,False
ADULT,35 to 44 years,Parkside,,0,0,email,2014,False
ADULT,25 to 34 years,Parkside,2015-03-01,7,0,email,2015,True
JUVENILE,10 to 19 years,Ingleside,2016-06-01,287,116,phone,2008,False
ADULT,35 to 44 years,North Beach,2016-02-01,5,0,email,2013,False
ADULT,45 to 54 years,Western Addition,2012-12-01,3,0,phone,2012,True
JUVENILE,10 to 19 years,Main Library,2015-07-01,1,0,email,2015,False
JUVENILE,10 to 19 years,Richmond,2015-07-01,20,0,email,2011,False
ADULT,55 to 59 years,Chinatown,2012-09-01,48,19,email,2003,False
JUVENILE,0 to 9 years,Portola,2016-07-01,3,0,email,2016,False
ADULT,35 to 44 years,Chinatown,2012-12-01,20,0,print,2009,False
ADULT,25 to 34 years,Unknown,2014-10-01,88,137,email,2010,False
ADULT,35 to 44 years,Anza,2013-07-01,78,2,email,2004,True
ADULT,45 to 54 years,Presidio,2013-07-01,97,3,email,2003,False
ADULT,10 to 19 years,Chinatown,2015-12-01,117,10,email,2003,False
ADULT,25 to 34 years,Excelsior,2016-07-01,27,15,email,2015,False
ADULT,55 to 59 years,Main Library,2010-05-01,96,38,email,2003,True
YOUNG ADULT,10 to 19 years,West Portal,2014-01-01,57,14,email,2007,False
JUVENILE,10 to 19 years,Portola,2015-07-01,95,24,email,2011,False
ADULT,25 to 34 years,Marina,2014-12-01,4,6,email,2014,False
ADULT,55 to 59 years,Main Library,2014-07-01,262,77,email,2003,False
ADULT,45 to 54 years,Western Addition,2014-07-01,6,7,email,2009,False
ADULT,35 to 44 years,Bayview/Linda Brooks-Burton,2014-04-01,19,7,email,2003,True
JUVENILE,10 to 19 years,Portola,2015-10-01,105,0,phone,2009,False
YOUNG ADULT,10 to 19 years,Ingleside,2014-08-01,4,0,email,2014,False
ADULT,25 to 34 years,Mission Bay,2015-12-01,47,29,email,2015,False
ADULT,45 to 54 years,Merced,2015-11-01,11,4,phone,2011,False
ADULT,45 to 54 years,Excelsior,2013-08-01,82,23,email,2003,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2015-04-01,5,19,email,2011,False
ADULT,25 to 34 years,Bayview/Linda Brooks-Burton,,0,0,print,2014,False
ADULT,25 to 34 years,Marina,2016-07-01,40,5,email,2015,False
SENIOR,65 to 74 years,West Portal,2015-09-01,2,0,email,2015,False
ADULT,35 to 44 years,Main Library,2016-06-01,40,56,email,2004,False
SENIOR,65 to 74 years,Main Library,2015-04-01,36,32,phone,2003,False
YOUNG ADULT,10 to 19 years,North Beach,2014-08-01,224,6,phone,2008,False
SENIOR,75 years and over,Western Addition,2016-07-01,70,40,email,2003,False
ADULT,60 to 64 years,Parkside,2014-03-01,9,4,email,2003,False
ADULT,20 to 24 years,Main Library,2013-09-01,19,0,email,2013,False
ADULT,55 to 59 years,Main Library,2016-07-01,9,1,email,2016,True
ADULT,35 to 44 years,Portola,,0,0,email,2016,False
ADULT,45 to 54 years,West Portal,,0,0,email,2014,False
ADULT,35 to 44 years,Excelsior,2016-06-01,2,0,phone,2003,False
ADULT,55 to 59 years,Main Library,,0,0,email,2013,False
ADULT,25 to 34 years,Richmond,2014-12-01,329,2,phone,2013,False
YOUNG ADULT,10 to 19 years,Excelsior,2015-03-01,39,2,phone,2006,False
ADULT,35 to 44 years,Main Library,2016-03-01,26,32,email,2013,False
ADULT,25 to 34 years,Anza,,0,0,email,2012,False
SENIOR,65 to 74 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,3397,264,email,2003,False
ADULT,20 to 24 years,Main Library,2015-10-01,29,7,email,2009,False
ADULT,25 to 34 years,Richmond,,0,0,email,2012,False
ADULT,60 to 64 years,Main Library,2009-09-01,1,0,email,2007,False
SENIOR,65 to 74 years,Main Library,,0,0,email,2012,False
ADULT,25 to 34 years,Ingleside,2014-04-01,2,5,phone,2013,False
ADULT,35 to 44 years,Main Library,2016-07-01,112,105,email,2013,True
ADULT,25 to 34 years,Mission Bay,2015-02-01,77,113,email,2010,False
ADULT,60 to 64 years,West Portal,2008-08-01,9,1,email,2006,True
ADULT,45 to 54 years,Anza,2013-10-01,2,0,email,2013,False
ADULT,25 to 34 years,Mission Bay,2014-02-01,16,17,email,2011,False
ADULT,55 to 59 years,Main Library,,0,0,email,2016,True
JUVENILE,0 to 9 years,Richmond,2016-05-01,41,2,email,2014,False
JUVENILE,10 to 19 years,Excelsior,2016-07-01,186,1,email,2013,False
ADULT,20 to 24 years,West Portal,2016-04-01,50,0,email,2013,False
YOUNG ADULT,10 to 19 years,Ocean View,2013-11-01,255,9,phone,2005,True
ADULT,20 to 24 years,Excelsior,2014-11-01,291,26,phone,2006,False
ADULT,45 to 54 years,Main Library,2013-05-01,2,3,email,2013,True
ADULT,10 to 19 years,West Portal,2014-05-01,60,0,email,2010,False
JUVENILE,0 to 9 years,Mission,2016-06-01,832,104,email,2008,False
ADULT,55 to 59 years,Glen Park,2014-09-01,117,4,email,2009,False
ADULT,45 to 54 years,Excelsior,2015-03-01,447,448,email,2003,False
ADULT,25 to 34 years,Main Library,2015-03-01,14,32,email,2010,False
ADULT,65 to 74 years,Main Library,2015-07-01,1325,92,email,2003,False
ADULT,55 to 59 years,Marina,2016-03-01,138,124,email,2003,False
JUVENILE,10 to 19 years,Main Library,2016-07-01,37,0,print,2010,False
ADULT,25 to 34 years,Main Library,2015-10-01,3,0,print,2015,False
WELCOME,10 to 19 years,Main Library,,0,0,email,2014,True
ADULT,35 to 44 years,Portola,2015-02-01,48,5,email,2010,False
ADULT,25 to 34 years,Mission,,0,0,email,2009,False
ADULT,35 to 44 years,Mission Bay,2016-07-01,13,0,email,2016,True
ADULT,25 to 34 years,Ocean View,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2016-07-01,99,87,email,2011,False
ADULT,25 to 34 years,Mission Bay,,0,0,email,2012,False
JUVENILE,0 to 9 years,Parkside,2016-07-01,9,0,email,2015,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2013,False
ADULT,35 to 44 years,Sunset,2013-02-01,10,4,email,2004,False
YOUNG ADULT,10 to 19 years,Main Library,2014-01-01,48,16,phone,2010,False
ADULT,25 to 34 years,Sunset,2015-11-01,611,112,email,2003,False
ADULT,25 to 34 years,Golden Gate Valley,2015-01-01,3,6,email,2013,False
SENIOR,65 to 74 years,Eureka Valley/Harvey Milk Memorial,,0,0,print,2015,False
ADULT,25 to 34 years,Chinatown,2015-04-01,29,48,phone,2012,False
JUVENILE,10 to 19 years,Chinatown,2016-07-01,198,0,phone,2010,False
ADULT,25 to 34 years,Visitacion Valley,2016-07-01,10,0,phone,2012,False
ADULT,45 to 54 years,Ortega,2016-07-01,220,127,email,2013,False
ADULT,25 to 34 years,Marina,2014-05-01,8,1,email,2010,False
ADULT,25 to 34 years,Main Library,2016-02-01,2,2,email,2010,False
ADULT,35 to 44 years,Main Library,,0,0,print,2012,False
ADULT,45 to 54 years,Mission,2013-06-01,1,1,phone,2012,False
ADULT,20 to 24 years,Golden Gate Valley,2014-08-01,1,0,email,2014,False
SENIOR,65 to 74 years,Main Library,2015-06-01,1,0,email,2014,True
SENIOR,65 to 74 years,Chinatown,2016-03-01,363,232,print,2009,False
ADULT,20 to 24 years,Ingleside,2013-09-01,8,2,email,2013,False
ADULT,45 to 54 years,Sunset,2015-04-01,26,6,email,2008,False
SENIOR,65 to 74 years,Marina,2016-01-01,2406,757,email,2003,False
ADULT,25 to 34 years,Main Library,2014-12-01,1,0,email,2014,True
ADULT,35 to 44 years,Anza,2016-05-01,15,0,email,2009,False
ADULT,60 to 64 years,Richmond,2016-07-01,395,121,email,2003,False
ADULT,55 to 59 years,Chinatown,2016-07-01,93,9,print,2008,False
ADULT,45 to 54 years,Sunset,2013-06-01,47,5,phone,2008,False
SPECIAL,65 to 74 years,Library on Wheels,2015-11-01,1,1,phone,2006,False
SENIOR,65 to 74 years,Richmond,2016-07-01,442,17,email,2005,False
ADULT,35 to 44 years,Sunset,2016-06-01,17,0,email,2015,False
ADULT,25 to 34 years,Main Library,2014-11-01,17,7,email,2014,False
SENIOR,65 to 74 years,Eureka Valley/Harvey Milk Memorial,2016-07-01,274,49,email,2003,False
JUVENILE,0 to 9 years,Main Library,2016-05-01,54,37,email,2011,False
SENIOR,65 to 74 years,Richmond,2016-03-01,369,8,email,2003,True
JUVENILE,10 to 19 years,Glen Park,2016-05-01,7,0,email,2015,False
ADULT,60 to 64 years,Main Library,2015-08-01,2083,407,email,2004,False
ADULT,45 to 54 years,Ortega,2015-06-01,20,12,email,2013,False
ADULT,35 to 44 years,Ortega,2015-12-01,25,2,print,2003,False
SENIOR,65 to 74 years,Parkside,2015-09-01,14,0,phone,2015,False
ADULT,20 to 24 years,Excelsior,2014-10-01,18,15,email,2003,False
ADULT,45 to 54 years,Mission,2014-06-01,88,1,email,2009,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2014,True
ADULT,10 to 19 years,Portola,2015-12-01,2,0,email,2015,False
SENIOR,65 to 74 years,Ortega,2016-07-01,325,1,phone,2003,False
JUVENILE,0 to 9 years,Richmond,2016-07-01,541,55,email,2013,False
ADULT,25 to 34 years,Main Library,2015-05-01,34,60,email,2010,True
ADULT,25 to 34 years,Main Library,2014-07-01,6,0,email,2013,False
JUVENILE,0 to 9 years,Main Library,2015-06-01,1,0,phone,2015,False
WELCOME,45 to 54 years,Main Library,,0,0,email,2016,False
YOUNG ADULT,10 to 19 years,Excelsior,2012-09-01,2,0,email,2012,False
SENIOR,65 to 74 years,Ortega,2016-07-01,221,113,email,2003,False
WELCOME,35 to 44 years,Sunset,2012-04-01,1,0,email,2012,False
ADULT,25 to 34 years,Potrero,2015-02-01,96,17,email,2010,False
ADULT,20 to 24 years,Main Library,2015-12-01,8,10,email,2015,False
WELCOME,25 to 34 years,Main Library,,0,0,email,2014,True
JUVENILE,0 to 9 years,Anza,,0,0,email,2014,False
JUVENILE,10 to 19 years,Bayview/Linda Brooks-Burton,2015-01-01,1,1,email,2014,False
JUVENILE,10 to 19 years,Main Library,2013-12-01,684,64,email,2007,False
ADULT,35 to 44 years,Main Library,2012-09-01,44,32,email,2008,False
SENIOR,65 to 74 years,Sunset,2016-07-01,2324,2100,email,2003,False
ADULT,35 to 44 years,Glen Park,2016-07-01,30,25,email,2009,False
ADULT,35 to 44 years,Main Library,,0,0,email,2014,True
ADULT,25 to 34 years,Park,2015-12-01,1,4,email,2015,False
ADULT,60 to 64 years,Richmond,2016-07-01,214,55,email,2003,False
YOUNG ADULT,10 to 19 years,Excelsior,2015-06-01,10,0,email,2010,False
ADULT,10 to 19 years,Ortega,2013-06-01,124,51,email,2003,False
JUVENILE,0 to 9 years,Anza,,0,0,email,2015,False
JUVENILE,0 to 9 years,Mission Bay,2016-07-01,27,0,phone,2016,False
ADULT,45 to 54 years,Portola,2015-02-01,167,248,email,2009,False
JUVENILE,10 to 19 years,Glen Park,2016-06-01,363,669,phone,2010,False
YOUNG ADULT,10 to 19 years,Ingleside,2014-11-01,0,0,email,2014,True
ADULT,45 to 54 years,North Beach,2015-01-01,5,3,phone,2014,False
ADULT,35 to 44 years,Main Library,2013-11-01,13,0,email,2010,True
YOUNG ADULT,10 to 19 years,Chinatown,2013-11-01,64,6,email,2009,True
JUVENILE,10 to 19 years,West Portal,2016-07-01,990,116,email,2006,False
WELCOME,25 to 34 years,Main Library,2013-09-01,1,0,email,2013,True
ADULT,55 to 59 years,Main Library,2016-03-01,55,0,email,2012,True
YOUNG ADULT,10 to 19 years,Merced,2013-08-01,189,188,email,2006,False
YOUNG ADULT,10 to 19 years,Mission,2014-01-01,88,0,phone,2007,False
SENIOR,65 to 74 years,Mission Bay,2016-07-01,287,146,phone,2004,False
WELCOME,25 to 34 years,Main Library,2014-12-01,1,0,phone,2014,False
YOUNG ADULT,10 to 19 years,Main Library,,0,0,email,2015,True
ADULT,35 to 44 years,Main Library,2013-08-01,32,32,email,2012,False
ADULT,45 to 54 years,Richmond,2014-07-01,36,48,email,2013,False
ADULT,25 to 34 years,Main Library,2015-01-01,21,15,email,2014,False
ADULT,35 to 44 years,Visitacion Valley,,0,0,email,2003,False
ADULT,25 to 34 years,Main Library,2013-11-01,1,0,email,2010,False
ADULT,25 to 34 years,Main Library,2013-10-01,14,25,email,2007,False
ADULT,45 to 54 years,Main Library,2011-02-01,234,60,email,2004,False
ADULT,35 to 44 years,Bernal Heights,2014-04-01,6,0,email,2013,False
ADULT,55 to 59 years,West Portal,2016-06-01,52,54,email,2008,False
ADULT,25 to 34 years,Merced,2016-01-01,34,13,email,2003,False
WELCOME,20 to 24 years,Main Library,,0,0,email,2015,False
ADULT,25 to 34 years,Park,,0,0,email,2016,False
SENIOR,45 to 54 years,Portola,,0,0,email,2014,False
ADULT,25 to 34 years,Main Library,2013-12-01,34,7,email,2005,False
JUVENILE,0 to 9 years,Western Addition,2016-03-01,154,1,email,2014,False
ADULT,25 to 34 years,Potrero,,0,0,email,2015,True
JUVENILE,0 to 9 years,Ingleside,2014-09-01,8,0,email,2014,False
ADULT,35 to 44 years,Merced,,0,0,email,2015,True
ADULT,55 to 59 years,Main Library,2015-07-01,397,309,email,2003,False
ADULT,35 to 44 years,Mission,2014-11-01,26,27,email,2008,True
ADULT,35 to 44 years,Portola,2015-03-01,2,0,email,2014,True
ADULT,25 to 34 years,Glen Park,,0,0,email,2014,False
ADULT,45 to 54 years,Richmond,2016-06-01,45,37,email,2003,False
SENIOR,65 to 74 years,Parkside,2016-07-01,2829,1509,email,2003,False
SENIOR,65 to 74 years,Park,2015-12-01,2,0,email,2012,False
ADULT,35 to 44 years,Bayview/Linda Brooks-Burton,2016-07-01,105,156,email,2010,False
